True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
3,3,0.008411302435783695,0.02590749691319604,0.025788651544256688,0.7727067786049142,0.07405993840790585,0.09312583209394337,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.98,0.02,0.0,3,0.003957305009224759,0.014505043499026853,0.03274025561080376,0.7900013309723659,0.07969723252780335,0.0790988323807751,3,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0.23321662501936888,0.1690948582643101,0.42574112351393995,0.02704087667480244,0.12725475386235077,0.017651762665227912,2,0.0,0.0,1.0,0.0,0.0,0.0,2,0.09,0.19,0.46,0.06,0.2,0.0,2,0.25364727463959263,0.159850724728146,0.3700848531045726,0.03600195633078967,0.16924689046536304,0.011168300731536056,2,0.0,0.0,0.6,0.0,0.4,0.0
4,4,0.008080817470002166,0.3337225755051002,0.05783237856289299,0.09061701549755129,0.39776962369825336,0.11197758926619991,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.4,0.03,0.15,0.39,0.03,4,0.0051921644977351,0.30117603393471937,0.06841930686623857,0.09704716510063886,0.4095078353087364,0.11865749429193181,1,0.0,0.8,0.0,0.0,0.2,0.0
1,3,0.018624346701476547,0.2687999145930485,0.10518825318179624,0.33675621998699423,0.13125218819158987,0.13937907734509472,1,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.2,0.09,0.28,0.3,0.13,3,0.009710145271893586,0.19133792059784197,0.11754414391732093,0.4130977108386617,0.13815232858233079,0.13015775079195094,4,0.0,0.2,0.0,0.2,0.6,0.0
5,5,0.0005741433652400669,0.0013851073013584252,0.0028244922131464545,0.00488610418151529,0.010829946913173032,0.9795002060255668,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.02,0.04,0.01,0.0,0.08,0.85,5,0.0009229530176070351,0.0013186586972682933,0.003953951857976942,0.003285210413283372,0.02261271741160606,0.9679065086022585,5,0.0,0.0,0.0,0.0,0.0,1.0
2,5,0.03658435148266568,0.05119786211306121,0.10648563171335866,0.16354090914361508,0.10136171621659895,0.5408295293307004,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.01,0.01,0.04,0.06,0.04,0.84,5,0.028333111627752833,0.04477808606533407,0.1258048302877938,0.12226550902973891,0.13203155323742244,0.5467869097519581,5,0.0,0.0,0.0,0.2,0.0,0.8
5,3,0.03906082424110312,0.2441575409841979,0.13277738750832493,0.2988084764334102,0.18630962761996545,0.09888614321299836,2,0.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.23,0.15,0.25,0.3,0.07,3,0.020319609611028112,0.19221427055397233,0.15619316467188057,0.2947334377150955,0.22461624090899568,0.11192327653902785,1,0.0,0.4,0.0,0.0,0.4,0.2
4,4,0.0009018498076407996,0.31642607263742867,0.02667992320911476,0.011921866276750641,0.6387400117409061,0.005330276328158979,2,0.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.3,0.25,0.04,0.38,0.03,4,0.0020597326643603444,0.30843839087230174,0.04830875096331304,0.016028092785798802,0.6194555761632855,0.005709456550940785,1,0.0,0.4,0.4,0.0,0.2,0.0
0,0,0.5474505838786392,0.05492074251081824,0.24628080214581885,0.013965290771104255,0.13409517337009286,0.0032874073235266087,2,0.0,0.0,1.0,0.0,0.0,0.0,2,0.33,0.01,0.59,0.0,0.07,0.0,0,0.5686112742402571,0.047715496013990694,0.2407395896387769,0.01567306739227776,0.12433916496558299,0.002921407749114413,2,0.0,0.0,0.8,0.0,0.2,0.0
1,1,0.03993449574864978,0.6710978350161598,0.08237506214772489,0.039806822322615,0.1640114028233527,0.0027743819414977455,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.84,0.01,0.05,0.1,0.0,1,0.026766618545349716,0.6950130246944636,0.09972824274302125,0.03445821205414371,0.1402801074114501,0.0037537945515717015,1,0.0,0.6,0.0,0.2,0.2,0.0
