True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
4,3,0.009694595727489975,0.05475496643388929,0.030399139310523182,0.7262440739324901,0.16211546492188625,0.01679175967372128,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.01,0.1,0.02,0.65,0.16,0.06,3,0.0034869538929164366,0.03852895069040052,0.03264339690990687,0.7999490953699462,0.10855295115455714,0.016838651982272565,3,0.0,0.0,0.0,0.8,0.2,0.0
0,0,0.30239842796055144,0.2694403540458681,0.22652488079095173,0.023848297404393554,0.17576745695163312,0.0020205828466020696,1,0.0,1.0,0.0,0.0,0.0,0.0,2,0.26,0.22,0.43,0.01,0.08,0.0,0,0.3128218717104802,0.256971724701893,0.232854176387918,0.02499208168204281,0.1695052941607729,0.0028548513568935137,2,0.4,0.0,0.6,0.0,0.0,0.0
3,3,0.031674177462946804,0.019568953825880624,0.05761147670512312,0.39261533750240124,0.11491665386656881,0.3836134006370793,4,0.0,0.0,0.0,0.0,1.0,0.0,3,0.01,0.01,0.09,0.38,0.29,0.22,5,0.019047511989016518,0.011218679865736592,0.0467449622065124,0.3226563879179819,0.12383366067895452,0.476498797341798,3,0.0,0.0,0.0,0.4,0.4,0.2
5,5,0.10239553026804316,0.04174122268777851,0.20744196521488817,0.22915364643530264,0.14653661794996975,0.27273101744401773,4,0.0,0.0,0.0,0.0,1.0,0.0,2,0.08,0.0,0.34,0.21,0.2,0.17,5,0.08772589659716416,0.028941655947999204,0.2337747226853769,0.19420714513539755,0.1784882621443544,0.2768623174897079,3,0.0,0.0,0.2,0.6,0.0,0.2
1,1,0.0022925306046370883,0.6381923758677834,0.027476800535109758,0.05392305666904089,0.21935087532356246,0.05876436099986631,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.7,0.0,0.07,0.22,0.01,1,0.001817556420345856,0.6856256543267443,0.021501807977081316,0.045248669527694844,0.18566130159966,0.060145010148473656,1,0.0,0.4,0.0,0.2,0.4,0.0
2,1,0.19821025855674743,0.2911695130387897,0.21903417501089403,0.04813730868418299,0.23375283827953594,0.009695906429849934,2,0.0,0.0,1.0,0.0,0.0,0.0,2,0.12,0.29,0.38,0.03,0.16,0.02,0,0.22401229052705687,0.24736456178805946,0.22121027955203806,0.05086868941634036,0.24422856926645395,0.01231560945005153,2,0.2,0.2,0.4,0.0,0.2,0.0
3,3,0.0037310940320774504,0.0284350262216451,0.009781496944631898,0.8827767892297873,0.05173042495517967,0.023545168616678564,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.01,0.0,0.93,0.05,0.01,3,0.001044933214735949,0.014214727250568219,0.006447809687426986,0.9431357617369746,0.023998862912807145,0.011157905197487506,3,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0.5308606302394869,0.012498737835236964,0.3550628371448497,0.04675963235375597,0.04755277035929544,0.007265392067375111,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.81,0.0,0.17,0.0,0.02,0.0,0,0.4798984748146235,0.007293767584668417,0.4003923209884739,0.0406327060935972,0.06596682050373197,0.005815910014905251,0,0.8,0.0,0.2,0.0,0.0,0.0
0,1,0.05350527925174966,0.7459220814032207,0.1345035999387852,0.005640300248993753,0.059582476945525584,0.0008462622117250141,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.06,0.59,0.14,0.1,0.1,0.01,1,0.06251179059733039,0.7906106433304163,0.08858304540370814,0.006083715476900517,0.05165724908245995,0.0005535561091846742,1,0.0,0.8,0.2,0.0,0.0,0.0
1,1,2.9022908714592558e-05,0.9705190702133474,0.001269347849062839,0.0029624730256699035,0.024912328232335232,0.00030775777087007375,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.01,0.63,0.02,0.04,0.3,0.0,1,1.3471490032522974e-05,0.9918290681241234,0.0001212234349095894,0.0012009032179439636,0.00664256213568775,0.00019277159730283095,1,0.0,0.6,0.0,0.0,0.4,0.0
3,3,0.019959119743848935,0.009247627346475325,0.023594444633572322,0.8924810541849566,0.043495970219011644,0.01122178387213519,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.01,0.01,0.0,0.92,0.03,0.03,3,0.007590042371631211,0.005135245152806321,0.020877456000193157,0.9349089211025736,0.02240250477572504,0.009085830597071083,3,0.0,0.0,0.0,1.0,0.0,0.0
4,4,0.0024213501207255503,0.03778914143227479,0.007628416880151238,0.22944874451295427,0.48827580204721677,0.2344365450066772,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.0,0.03,0.0,0.13,0.78,0.06,4,0.0013289457903944274,0.014698454337728898,0.007093773251251521,0.20508181519546345,0.5226085286734482,0.2491884827517134,4,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.6005189366181278,0.08053751312279885,0.23861106702330914,0.014636119018646613,0.06509240154454472,0.0006039626725727382,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.52,0.03,0.45,0.0,0.0,0.0,0,0.5359408220611966,0.056993400355155426,0.3231340760186497,0.01567741376240882,0.0672711243851834,0.0009831634174056639,2,0.4,0.0,0.6,0.0,0.0,0.0
0,2,0.3391206912580766,0.000681987294110833,0.6542330349113403,0.0030951474019814246,0.0028141086653159777,5.503046917484508e-05,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.57,0.01,0.35,0.01,0.06,0.0,2,0.4401654886600182,0.0006490578923242172,0.5475104581445746,0.0024495390053737784,0.009122810345514818,0.00010264595219442902,2,0.4,0.0,0.6,0.0,0.0,0.0
3,3,0.009240785493689842,0.01352487599314603,0.009368195450734135,0.8560195153918038,0.08151090138129012,0.030335726289336083,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.95,0.04,0.01,3,0.0027240120432294266,0.005744029889626932,0.006205898919775756,0.9238437463433822,0.04448864995996536,0.016993662844020478,3,0.0,0.0,0.0,0.8,0.2,0.0
1,1,0.027676721551183777,0.5409846959103042,0.09898278262116973,0.09582582748712319,0.1844368596648338,0.052093112765385544,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.72,0.02,0.05,0.1,0.11,1,0.015385463291294223,0.6127236579133488,0.09638644142414608,0.06382284079429716,0.14791001176593582,0.06377158481097751,1,0.0,0.8,0.0,0.0,0.0,0.2
2,5,0.05827014668314125,0.1321708532871321,0.20107784312958843,0.20034433191933826,0.19004804889038263,0.2180887760904174,5,0.0,0.0,0.0,0.0,0.0,1.0,2,0.03,0.03,0.44,0.11,0.25,0.14,2,0.05419724746359303,0.10082253272128702,0.24660852276284656,0.14903449310964065,0.24522573797886157,0.20411146596377078,5,0.0,0.0,0.2,0.0,0.2,0.6
4,0,0.5935042243431786,0.05700768357171828,0.20544535027941638,0.012305332895410921,0.1291032119227735,0.0026341969875023014,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.59,0.0,0.38,0.0,0.03,0.0,0,0.5477456395824194,0.038666877096934345,0.28546521792231366,0.0133654913272715,0.11226577534898904,0.0024909987220722027,2,0.4,0.0,0.6,0.0,0.0,0.0
5,5,0.024821911132782964,0.04886358872721827,0.08326287763368163,0.10416025538589498,0.11107752097210505,0.627813846148317,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.01,0.0,0.05,0.0,0.0,0.94,5,0.028359818716473858,0.0355664408025727,0.08423414576866567,0.06421843177822593,0.14241202286302562,0.6452091400710359,5,0.0,0.0,0.0,0.0,0.0,1.0
4,4,0.039583712580552606,0.07211231766187907,0.033945359642556246,0.18340644553586907,0.5059086352043102,0.1650435293748328,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.03,0.08,0.07,0.13,0.58,0.11,4,0.028767495584071528,0.03872771158597977,0.028992386520647475,0.15204933465012413,0.5356083817898178,0.2158546898693593,4,0.0,0.0,0.0,0.2,0.6,0.2
4,0,0.6371807833495101,0.1033483804740825,0.07783369027527184,0.0022637635679352984,0.17930836998332442,6.501234987588404e-05,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.62,0.08,0.1,0.0,0.19,0.01,0,0.6612267674220846,0.11459580632213957,0.09638899998272177,0.0038050047569928615,0.12336005784945422,0.0006233636666069798,0,0.8,0.0,0.2,0.0,0.0,0.0
3,3,0.008922343981167386,0.0806830044513814,0.04378545097167271,0.5863203047536075,0.17880360258434355,0.10148529325782749,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.02,0.02,0.61,0.24,0.11,3,0.004183118460706801,0.052554015848570786,0.04093470285556354,0.6660315068350631,0.15385451339468115,0.08244214260541487,3,0.0,0.0,0.0,0.4,0.4,0.2
