True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
1,1,0.025985126865723737,0.35002695598792954,0.16958196607073317,0.23368064301438846,0.2042885334919203,0.016436774569304754,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.1,0.47,0.08,0.24,0.09,0.02,1,0.021412712076659804,0.33285970357973677,0.19083738378655754,0.2029447248078987,0.24018939865578945,0.011756077093357367,1,0.2,0.4,0.2,0.2,0.0,0.0
4,4,0.033240422216922194,0.09390530033502162,0.05457176460641949,0.20006593526276586,0.48398763192090866,0.13422894565796228,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.01,0.07,0.04,0.18,0.48,0.22,4,0.024032749183114054,0.05922813156007864,0.038189606931306984,0.21550502406093094,0.4875188926299224,0.175525595634647,4,0.0,0.0,0.0,0.0,0.6,0.4
1,1,0.06324953837948585,0.37128706404069517,0.2321100184666576,0.13607351760085828,0.1673273211662304,0.029952540346072722,2,0.0,0.0,1.0,0.0,0.0,0.0,1,0.21,0.62,0.09,0.04,0.04,0.0,1,0.0533543865961053,0.35483940313923357,0.2427325657147218,0.1269029233133721,0.19878942286767168,0.023381298368895347,1,0.2,0.8,0.0,0.0,0.0,0.0
5,4,0.0009259856226099096,0.13137093263309937,0.011803729647312045,0.05035132258818832,0.8048212756254238,0.0007267538833663328,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.01,0.22,0.03,0.13,0.6,0.01,4,0.0012287090602107252,0.15356155882637715,0.016859441641624003,0.041635452477889114,0.7793675683769048,0.0073472696169941615,4,0.0,0.2,0.2,0.2,0.4,0.0
3,4,0.001402210188994755,0.10690198561975266,0.0165209966277698,0.14714859692825696,0.7064433241888634,0.021582886446362484,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.0,0.03,0.02,0.13,0.81,0.01,4,0.0016879719377253654,0.07819877778162383,0.01532570382149503,0.13647352483075126,0.7325085638150732,0.03580545781333101,4,0.0,0.0,0.0,0.0,1.0,0.0
5,5,0.0025794474709593318,0.020399469572522137,0.02484392375398557,0.07434972531054759,0.08999463782745284,0.7878327960645325,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.06,0.94,5,0.0021653662036547586,0.013252316438655662,0.016485255933072953,0.03327125265643577,0.09383989734203389,0.840985911426147,5,0.0,0.0,0.0,0.0,0.2,0.8
5,5,0.004040894715901779,0.0040011333333880685,0.007346594506031119,0.015405014458905736,0.01346010038890068,0.9557462625968726,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.01,0.0,0.01,0.98,5,0.006079593296716377,0.0035075591844680783,0.0048850673468697585,0.005733706203244453,0.01610464330393173,0.96368943066477,5,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0.41978533422037834,0.01947116469158648,0.4868201223559262,0.03701541422036881,0.03518398375504957,0.0017239807566906491,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.66,0.02,0.23,0.01,0.08,0.0,2,0.41760106581138084,0.012238529218676127,0.507556867498322,0.016796707250149447,0.044698334602733036,0.0011084956187384543,0,0.6,0.0,0.2,0.0,0.2,0.0
1,0,0.4212344991469261,0.08661451540033853,0.28615646020606994,0.03105595499258123,0.1269771912540576,0.04796137900002662,4,0.0,0.0,0.0,0.0,1.0,0.0,0,0.48,0.14,0.33,0.03,0.02,0.0,2,0.38161554214380256,0.06431841739937182,0.33836906696052993,0.0433296578383437,0.1387799702065053,0.03358734545144681,0,0.6,0.2,0.2,0.0,0.0,0.0
2,2,0.1060294434156609,0.3323952069171899,0.39445708427177667,0.06815938235189072,0.09467924367540143,0.0042796393680804385,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.02,0.57,0.21,0.1,0.1,0.0,2,0.0936300069346889,0.3058430118886422,0.4175557625883425,0.05533463391241103,0.12467598335505853,0.002960601320857078,1,0.0,0.6,0.4,0.0,0.0,0.0
