True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
5,5,0.0162497914873287,0.046871964885885645,0.04645834531393514,0.15519928996207985,0.12806207559151864,0.607158532759252,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.02,0.0,0.08,0.02,0.1,0.78,5,0.010014566411494655,0.03121729253915923,0.04941221162244613,0.1113955503772426,0.1477891815868631,0.6501711974627944,5,0.0,0.0,0.2,0.0,0.0,0.8
1,1,0.07890706522189112,0.3929904234995705,0.26761981471433555,0.11979226722510482,0.13373285292081372,0.006957576418284466,2,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.35,0.26,0.3,0.07,0.02,2,0.04816294107055638,0.3678741739878596,0.30177812089166517,0.1355526674933064,0.14233646333784275,0.0042956332187697325,2,0.0,0.2,0.4,0.4,0.0,0.0
1,1,0.011459823920591458,0.7411928026924126,0.12559315043313612,0.03499714869582552,0.07944843843411709,0.007308635823917154,3,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.51,0.09,0.3,0.1,0.0,1,0.007507290525861721,0.7288185432954704,0.14220118822203864,0.042088621123053345,0.07626854493539867,0.003115811898177185,1,0.0,0.6,0.0,0.4,0.0,0.0
4,4,6.320898704906446e-06,0.06276676286454325,0.00030184785276447036,0.0051699698964263055,0.9314486442678673,0.0003064542196938055,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.01,0.32,0.04,0.03,0.38,0.22,4,2.7819674996276656e-05,0.047449261335494805,0.000921260870093837,0.003692365589412271,0.9464715964148244,0.0014376961151784497,4,0.0,0.2,0.0,0.0,0.6,0.2
4,4,0.012514153553614975,0.21192430786594024,0.06372761544360094,0.061095695863445876,0.4975151227812891,0.15322310449210877,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.01,0.18,0.05,0.1,0.65,0.01,4,0.0066971599355961945,0.15390963702726984,0.08621566314503416,0.05194920489145299,0.5753418400251917,0.12588649497545493,1,0.0,0.4,0.0,0.2,0.2,0.2
5,3,0.02204315331591808,0.02611668915773362,0.10320582132069027,0.6903535293412102,0.05793263786521828,0.10034816899922958,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.01,0.0,0.91,0.07,0.01,3,0.015077790422980995,0.023988105139212592,0.10284689107712135,0.7306207269067729,0.0547538966585388,0.0727125897953734,3,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0.04926873818420721,0.3994012904686041,0.16668031991054816,0.10224518928172512,0.24413330025253724,0.03827116190237816,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.59,0.06,0.18,0.14,0.03,1,0.025260906091323834,0.4136739049321598,0.16364944116533542,0.09930345625583437,0.27033585850747055,0.027776433047875727,3,0.0,0.2,0.2,0.4,0.2,0.0
2,3,0.1427589535894885,0.06699248648295474,0.3102595880483861,0.3158466259056426,0.09949906006818919,0.06464328590533874,3,0.0,0.0,0.0,1.0,0.0,0.0,2,0.21,0.02,0.31,0.31,0.12,0.03,2,0.1233989861541002,0.07241532881874718,0.32842420383816934,0.3115055200593779,0.10798967538560601,0.056266285743999285,2,0.2,0.0,0.6,0.0,0.2,0.0
2,3,0.06141795313916145,0.2071737618173037,0.2321904247965669,0.23907950673048514,0.21299366017674606,0.04714469333973668,5,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.43,0.16,0.13,0.2,0.08,4,0.03192029397981297,0.20349424981930603,0.23760007133803462,0.2422386316187734,0.24415994401787486,0.040586809226197534,1,0.0,0.4,0.2,0.0,0.4,0.0
1,4,0.03376203706111193,0.32302728804110914,0.07651458038587404,0.08981736456199281,0.4233230306016107,0.05355569934830143,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.01,0.51,0.06,0.11,0.29,0.02,4,0.015763116195845008,0.28749374367490005,0.09268416458488579,0.08626015808192368,0.4699758460972841,0.04782297136516134,1,0.0,0.4,0.0,0.2,0.4,0.0
