True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
3,4,0.007142964,0.020115804,0.021074452,0.24343657,0.6862407,0.0219895
2,0,0.56226826,0.026166137,0.3827666,0.008334962,0.01234938,0.008114619
4,4,0.007929771,0.31853223,0.025312347,0.023637496,0.60759616,0.016991995
1,1,0.013025526,0.9114407,0.042707097,0.0054102875,0.013829877,0.013586572
5,5,0.016902903,0.0076670917,0.008837414,0.013431151,0.03128387,0.92187744
2,2,0.124929875,0.27963397,0.4189707,0.053420186,0.08793089,0.03511436
5,5,0.009461313,0.00812429,0.00486221,0.0072351154,0.014653213,0.955664
4,4,0.060361177,0.10814629,0.09885954,0.008193456,0.7158065,0.008632977
0,0,0.7353623,0.013237966,0.22302237,0.0059374464,0.010396997,0.01204293
1,1,0.011338196,0.9094888,0.03601318,0.0064541567,0.032029755,0.004676018
5,5,0.012358072,0.010285584,0.009818617,0.0091517875,0.017208843,0.9411771
0,0,0.7239273,0.010764381,0.23305942,0.007580527,0.010475574,0.014192752
4,4,0.004975729,0.192297,0.017184202,0.021514092,0.72470284,0.03932615
3,3,0.0066955597,0.032860156,0.022415094,0.87425977,0.05751399,0.006255472
5,5,0.010649038,0.011876496,0.008348432,0.0596357,0.18132362,0.7281667
3,3,0.01603025,0.0070115644,0.023633866,0.9318613,0.012704982,0.008758097
4,4,0.007414444,0.11647687,0.01445565,0.011974135,0.82531285,0.024366034
5,5,0.008973518,0.011045888,0.005609294,0.014593036,0.052432872,0.9073453
4,4,0.0060862983,0.017290615,0.009645092,0.02219643,0.91968846,0.025093129
1,2,0.29206192,0.18026593,0.49309674,0.012084667,0.011893645,0.010597125
0,0,0.7132362,0.014593799,0.24286707,0.00775148,0.0070035304,0.014547915
5,5,0.02346144,0.0066872034,0.015830342,0.060550783,0.07509309,0.8183771
3,3,0.0057641426,0.008166919,0.013948934,0.95108503,0.014722315,0.006312577
3,3,0.0039744265,0.0044241226,0.0067295455,0.9672578,0.008655843,0.008958273
2,2,0.34893888,0.03243932,0.58551,0.009094087,0.018298488,0.0057191425
0,0,0.68056035,0.011794305,0.27494594,0.009646992,0.010591894,0.012460501
4,4,0.0075397003,0.01626604,0.011168942,0.027917638,0.8937433,0.043364443
0,0,0.53527874,0.058891475,0.38037428,0.00811921,0.0077541755,0.00958213
2,4,0.020768043,0.03019433,0.059934527,0.023990307,0.85351986,0.011592867
1,1,0.06833057,0.7866013,0.119616546,0.0062592835,0.009963353,0.009228908
1,1,0.019260436,0.8375689,0.11447913,0.007768943,0.015142919,0.0057797427
3,3,0.00633408,0.0067146504,0.012723523,0.95793563,0.010545183,0.005746909
1,1,0.18133858,0.4003461,0.37677082,0.006949532,0.019648822,0.014946108
1,1,0.0061219214,0.92467755,0.020426037,0.013916782,0.026952226,0.007905467
2,0,0.7211499,0.027656144,0.21904776,0.006557884,0.0076442007,0.017944058
3,3,0.004920553,0.0058212033,0.006755113,0.96745926,0.0073697977,0.0076739993
4,4,0.005971853,0.03773064,0.009677073,0.018130971,0.8507245,0.077764936
2,2,0.22897124,0.22226106,0.5135769,0.00959407,0.0154565405,0.010140211
0,0,0.7310361,0.010619636,0.22180815,0.008336203,0.016730763,0.011469147
3,3,0.0042416085,0.006873274,0.007780143,0.9630753,0.009450149,0.00857954
2,0,0.53175426,0.028107794,0.41034147,0.00922367,0.012863047,0.0077098324
5,5,0.0077156215,0.009368591,0.004849066,0.01207598,0.017986013,0.94800466
0,0,0.7524041,0.009607978,0.20514905,0.009685612,0.008845505,0.014307806
4,3,0.0065132314,0.029951664,0.02143936,0.5836179,0.33990216,0.018575653
1,1,0.013822807,0.9080914,0.03590223,0.0107307155,0.023281856,0.008170995
0,0,0.5847071,0.00988176,0.36264995,0.010223764,0.022470664,0.010066709
4,4,0.009193073,0.024705242,0.015621995,0.008668107,0.90904427,0.032767292
1,1,0.026097775,0.84721947,0.09606605,0.010668454,0.015480148,0.004468051
2,0,0.5408991,0.012373491,0.41043365,0.011925853,0.015663147,0.008704749
5,5,0.009536013,0.008872014,0.0052482644,0.007088205,0.04818534,0.92107016
3,3,0.004275507,0.004620003,0.0066808746,0.9661632,0.011346266,0.0069142007
2,4,0.024016343,0.043940946,0.102760226,0.37093663,0.44195843,0.016387379
0,1,0.1634657,0.6617542,0.13851999,0.010662092,0.010953753,0.014644258
5,5,0.0107037425,0.006419027,0.005772699,0.0063886596,0.010194833,0.960521
4,4,0.006581806,0.289326,0.02419153,0.034400653,0.62730676,0.018193306
3,3,0.015223773,0.025358345,0.02985782,0.9099508,0.013362386,0.0062468853
2,0,0.7248056,0.010610124,0.21852845,0.009463454,0.009652712,0.026939645
2,4,0.00863976,0.067049354,0.09434013,0.027750423,0.7903812,0.011839114
3,3,0.0037640384,0.008032502,0.007467188,0.9633098,0.012744516,0.0046819937
0,0,0.6415079,0.02071409,0.30605018,0.007113961,0.011344548,0.013269225
0,0,0.573923,0.07417234,0.3211112,0.00795578,0.012400165,0.010437525
4,4,0.013522041,0.19245513,0.07171293,0.013115605,0.70279837,0.0063959523
0,2,0.45783693,0.023264065,0.48905802,0.013009815,0.008247649,0.008583555
3,3,0.05830345,0.07187391,0.08379502,0.7085266,0.036625702,0.040875386
5,5,0.009431518,0.007206095,0.0058345725,0.006871728,0.022200651,0.9484555
2,0,0.6175369,0.010782521,0.34026068,0.010204057,0.0098377755,0.011378016
0,0,0.5102137,0.023372667,0.42191738,0.010134421,0.02654459,0.007817201
5,5,0.022353956,0.010667248,0.011817536,0.010369405,0.013361409,0.93143046
5,5,0.008688946,0.0055889706,0.0054573105,0.019539684,0.01748407,0.943241
3,3,0.0046182373,0.008866947,0.010320445,0.9610997,0.008609242,0.0064854217
1,1,0.010276982,0.69463205,0.041290104,0.021294553,0.22292088,0.009585446
1,1,0.0081547825,0.89985657,0.036952216,0.006399382,0.042630967,0.006006105
2,1,0.056638785,0.7250638,0.18996811,0.009217523,0.011009276,0.008102506
0,0,0.6638934,0.015779166,0.28760764,0.010337003,0.013460715,0.008922049
3,3,0.0045564356,0.0366118,0.016726224,0.7681953,0.16033544,0.013574752
4,4,0.00548914,0.06180193,0.015570956,0.031779982,0.8637334,0.02162453
5,5,0.01009456,0.0046906625,0.006630403,0.015818024,0.017181324,0.94558513
1,1,0.010672258,0.91378474,0.038733974,0.0044762283,0.02420804,0.008124734
4,1,0.020216603,0.78777385,0.11190463,0.00944613,0.061838884,0.0088199265
1,1,0.014296399,0.7130517,0.10401018,0.038097225,0.12583302,0.00471148
5,5,0.009194963,0.009369023,0.006822619,0.015475637,0.07067073,0.888467
