True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
3,4,0.013359242,0.014269461,0.02378291,0.4127749,0.50390863,0.03190488
2,0,0.4638589,0.055072166,0.45151272,0.008041219,0.012881197,0.008633823
4,4,0.008673014,0.25639102,0.021729296,0.039057866,0.6498796,0.024269186
1,1,0.009292771,0.8957578,0.03128712,0.012631161,0.025960188,0.025070822
5,5,0.0105446195,0.008203559,0.013707588,0.022490745,0.05611622,0.8889373
2,2,0.0474983,0.112609036,0.56053454,0.03668071,0.18690014,0.05577732
5,5,0.009049898,0.018682,0.0080357995,0.009086839,0.022924745,0.93222076
4,4,0.12499364,0.20242631,0.24949817,0.008835601,0.40072897,0.013517298
0,0,0.69654197,0.025867056,0.25202286,0.0063046403,0.012351111,0.0069123767
1,1,0.020619262,0.85364527,0.06384998,0.0085130865,0.047196243,0.0061761946
5,5,0.009254,0.016251469,0.012871011,0.012989618,0.020959552,0.9276744
0,0,0.7199125,0.021115279,0.23213375,0.006155254,0.012950766,0.0077323364
4,4,0.0052790707,0.067783274,0.020462943,0.030760372,0.8357871,0.039927196
3,3,0.004981167,0.028836235,0.008878353,0.91933256,0.030960117,0.007011634
5,5,0.009028545,0.016094195,0.010051995,0.06885704,0.23780833,0.6581599
3,3,0.009237967,0.0076688975,0.0122858565,0.94839555,0.011483146,0.010928616
4,4,0.0041158507,0.056220468,0.015156222,0.018536447,0.8869211,0.019050015
5,5,0.008438527,0.012433571,0.008311781,0.013996247,0.05146433,0.9053556
4,4,0.0075521856,0.013050221,0.013041015,0.02380275,0.8874442,0.05510966
1,2,0.078741595,0.34774104,0.5162614,0.014212605,0.027628105,0.015415256
0,0,0.7186301,0.018095164,0.23677139,0.007203599,0.009337173,0.00996259
5,5,0.013115695,0.0075838934,0.012105044,0.07887927,0.06866638,0.8196497
3,3,0.005625839,0.0073810476,0.01073956,0.9478275,0.014963743,0.013462297
3,3,0.004225831,0.005250029,0.005558704,0.9646815,0.009058247,0.011225668
2,2,0.29780006,0.056150172,0.60258377,0.011588227,0.02512169,0.0067561003
0,0,0.7757675,0.01340753,0.18172109,0.00830855,0.012440768,0.0083546
4,4,0.011007123,0.011659309,0.013086961,0.034131795,0.86101806,0.069096684
0,0,0.71683997,0.035262533,0.22273257,0.007377576,0.0076951953,0.010092163
2,4,0.015207493,0.018770859,0.059295725,0.019529616,0.865585,0.021611206
1,1,0.05129113,0.7727174,0.13745648,0.0076186215,0.011655223,0.01926111
