True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
5,5,0.018527908,0.010893894,0.011736184,0.020677144,0.023720862,0.91444397
1,1,0.012406609,0.8451166,0.056973346,0.015437602,0.0662224,0.0038434598
1,1,0.013245753,0.92801595,0.015479451,0.015596813,0.018658927,0.009003131
4,4,0.007746791,0.030317571,0.023365468,0.014969807,0.91531605,0.008284267
4,3,0.021371933,0.12542287,0.10764256,0.67313945,0.0622271,0.010196042
5,5,0.012394031,0.005745851,0.0063777524,0.012040411,0.0114252195,0.9520168
1,1,0.010434585,0.92730325,0.01727266,0.014810126,0.022221176,0.007958061
2,2,0.11927869,0.15885405,0.67454904,0.012537669,0.02975314,0.005027417
2,4,0.008518081,0.021611871,0.029965099,0.014228906,0.9155145,0.010161471
1,3,0.005224027,0.047603328,0.01726641,0.85290194,0.06116598,0.015838344
2,0,0.6729683,0.023120837,0.27734333,0.0077925255,0.008501508,0.010273546
2,2,0.2443348,0.036320906,0.65086764,0.014853522,0.039490238,0.014132829
1,1,0.23936817,0.3978241,0.32895654,0.013703154,0.0127756875,0.0073723607
4,4,0.007066558,0.019617762,0.014148369,0.014459419,0.9234262,0.021281665
5,5,0.017294316,0.011676981,0.012769,0.02045805,0.022758687,0.915043
2,0,0.52664065,0.052494325,0.3926118,0.010208216,0.010841421,0.0072035976
0,0,0.6801131,0.033432253,0.26151857,0.0063725677,0.009163944,0.00939956
1,1,0.010448701,0.92286706,0.01693071,0.0174742,0.023389362,0.008889894
0,2,0.29573968,0.06446133,0.6009234,0.012082346,0.016502762,0.010290397
4,4,0.015587592,0.21380086,0.0621951,0.042997602,0.6258133,0.039605524
2,2,0.35498938,0.2203388,0.38313717,0.01125699,0.021975325,0.008302382
0,0,0.4780081,0.23118587,0.24339649,0.015789565,0.018252267,0.013367691
1,1,0.012447528,0.9291835,0.020078905,0.01283264,0.018598024,0.0068594366
4,1,0.012819283,0.8273698,0.0513156,0.014939727,0.089695565,0.003860071
3,3,0.0061901067,0.027256764,0.029547531,0.75122565,0.1747324,0.011047473
4,4,0.00842268,0.038945142,0.027496634,0.016120085,0.89795196,0.011063521
3,3,0.007019686,0.009580454,0.011724771,0.9432545,0.016954374,0.011466287
5,5,0.024401955,0.014023923,0.017260605,0.021327192,0.025005784,0.89798063
4,4,0.06945764,0.17389442,0.30716577,0.04098319,0.39669847,0.011800527
0,0,0.7542972,0.043015163,0.17827927,0.0072575826,0.008365864,0.008784896
2,2,0.118873686,0.15140022,0.6739439,0.023635307,0.026419817,0.0057270913
1,1,0.009223337,0.9232297,0.018322987,0.013945437,0.025549343,0.009729316
5,5,0.0349943,0.029139306,0.03932008,0.0577539,0.050594714,0.78819764
1,1,0.011477447,0.91953784,0.019660017,0.02173409,0.01687419,0.010716456
2,1,0.057125833,0.84344304,0.06380573,0.012675679,0.015024968,0.007924782
0,0,0.76840687,0.06761121,0.1392063,0.006746206,0.007392967,0.010636404
3,3,0.006706233,0.010277703,0.0088430615,0.95320165,0.010774265,0.010197188
3,3,0.008317725,0.012046331,0.011136913,0.9461232,0.010986326,0.011389547
3,3,0.0062660947,0.009227012,0.008033703,0.9486192,0.014510779,0.01334329
2,0,0.74927413,0.035209615,0.19278847,0.0069321836,0.0070849075,0.008710618
5,5,0.015379507,0.009347662,0.008686522,0.015858643,0.017246371,0.9334813
5,5,0.012177894,0.0057762326,0.0071211816,0.011167158,0.014839163,0.94891834
3,3,0.006099626,0.014586892,0.009023096,0.9461316,0.014299961,0.009858828
4,4,0.01491652,0.022481868,0.06791987,0.046763137,0.69919664,0.148722
5,5,0.009725192,0.0056522554,0.0072885533,0.010233151,0.014567609,0.95253325
5,4,0.013319562,0.019981422,0.017923897,0.032481004,0.6346192,0.281675
2,4,0.017672949,0.09769474,0.13389876,0.021020906,0.7237431,0.0059694657
5,5,0.010559524,0.005482466,0.0064218496,0.011257977,0.012502937,0.9537753
0,1,0.012717769,0.91526294,0.029969336,0.011200841,0.02573186,0.0051172264
2,2,0.28935277,0.28222612,0.3916248,0.011881174,0.019283123,0.005632079
0,0,0.6685793,0.03986397,0.26603663,0.0075779287,0.009496204,0.008445977
0,0,0.7185811,0.027338348,0.22952837,0.007490661,0.008236636,0.008824855
1,1,0.048037395,0.8176224,0.09808148,0.010736216,0.020921068,0.0046014865
4,1,0.009252642,0.8376791,0.024969274,0.018578945,0.09976577,0.009754228
1,1,0.014291766,0.9247967,0.014108991,0.015954202,0.02020886,0.010639418
3,3,0.010795129,0.16814342,0.027235486,0.6849886,0.09962369,0.009213736
3,3,0.006676626,0.011693719,0.00906838,0.94711584,0.013462225,0.011983175
0,0,0.7693503,0.024106162,0.18301465,0.005877556,0.007900556,0.009750737
2,0,0.782488,0.0310849,0.16397546,0.0059919152,0.0073844288,0.009075275
2,0,0.6179497,0.024800448,0.331762,0.006948836,0.007965212,0.0105738025
4,4,0.0077004344,0.039855365,0.016693396,0.01621773,0.9076043,0.011928811
2,2,0.1899662,0.023706144,0.75071764,0.016972862,0.011798473,0.0068387096
4,1,0.07371359,0.59436136,0.23637393,0.013802016,0.07401152,0.0077375714
2,0,0.6103033,0.09727842,0.26572204,0.00886108,0.009985056,0.00785017
5,5,0.028697062,0.019926779,0.065230116,0.06948686,0.047039866,0.7696192
0,0,0.82225627,0.02298292,0.1303874,0.005469196,0.0069179167,0.011986352
3,3,0.005355657,0.007766291,0.007874886,0.9573874,0.012055148,0.009560565
3,3,0.04062721,0.11331025,0.24581668,0.50023055,0.08909053,0.010924753
5,5,0.011850993,0.0069807586,0.008595349,0.022032922,0.018674888,0.9318652
3,4,0.011479143,0.07620746,0.10041533,0.06478216,0.72953176,0.01758415
3,3,0.0059643565,0.009982483,0.008281518,0.95074475,0.015968706,0.009058202
1,1,0.04415196,0.89052534,0.02886663,0.011031687,0.01790121,0.007523158
0,2,0.37829468,0.052438665,0.53154933,0.020423455,0.010968487,0.006325363
5,5,0.011860584,0.0081133265,0.012091169,0.02242679,0.014283052,0.931225
