True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
1,1,0.047852896,0.6370429,0.2060502,0.016549254,0.08086507,0.0116397
4,4,0.012256021,0.027611954,0.022408208,0.03026598,0.8697197,0.03773812
1,1,0.024260283,0.8763889,0.024765318,0.028760223,0.030448772,0.0153764915
5,5,0.024495287,0.028519321,0.028371016,0.039849635,0.20038874,0.6783759
3,3,0.009380009,0.01744061,0.015269506,0.9188676,0.023254845,0.015787352
5,5,0.0143747125,0.019601969,0.016408468,0.027616538,0.03671624,0.8852821
5,5,0.03264259,0.023276975,0.037071932,0.048146743,0.062367868,0.7964938
0,2,0.1605346,0.020736817,0.7049286,0.0155791305,0.073377915,0.024842953
1,2,0.28091678,0.07922856,0.53300595,0.0140085565,0.07282381,0.020016346
2,2,0.3330746,0.030764401,0.59179306,0.0117496895,0.021890748,0.010727522
5,5,0.021292185,0.016030265,0.03042897,0.026074095,0.06306261,0.84311193
3,3,0.011952677,0.013392587,0.020442951,0.91751266,0.017103272,0.019595921
0,2,0.378098,0.03407374,0.53449595,0.010777053,0.030108307,0.012447005
4,4,0.011133525,0.0855655,0.02818353,0.029492542,0.7886378,0.056987133
4,4,0.047302783,0.06464967,0.21689375,0.025593936,0.6218757,0.023684101
2,0,0.5911294,0.028757742,0.31809402,0.008688038,0.035920005,0.017410802
3,3,0.013381554,0.016316092,0.018828385,0.91727966,0.014030263,0.020164022
3,3,0.0132697765,0.017508697,0.019117344,0.8953982,0.017825443,0.036880594
4,4,0.020305097,0.04854987,0.042189185,0.03885327,0.75777256,0.092330046
5,5,0.020394353,0.018414253,0.023082053,0.078947745,0.05244184,0.8067198
2,2,0.16556045,0.018240409,0.74047595,0.029396191,0.030460421,0.015866546
4,4,0.011011319,0.08623139,0.018242637,0.025265314,0.82321477,0.03603449
5,5,0.02515924,0.028236542,0.023058752,0.029674469,0.07286741,0.82100356
0,0,0.7195591,0.020821594,0.21807094,0.010395069,0.016301265,0.014852027
4,1,0.009533018,0.5599436,0.019661915,0.026239455,0.35365584,0.030966159
3,3,0.013988883,0.018790178,0.020060407,0.9124104,0.013054633,0.021695493
1,3,0.009138365,0.038011674,0.01958682,0.8644703,0.041778035,0.027014807
3,3,0.011092759,0.019122768,0.019879838,0.9163395,0.017628685,0.015936438
3,3,0.013116832,0.0150224725,0.020228809,0.9165796,0.016506467,0.018545812
4,4,0.23075095,0.098057225,0.31208655,0.020311663,0.32465518,0.014138433
4,4,0.03633707,0.11006395,0.11479624,0.058623184,0.646247,0.03393261
4,4,0.024569675,0.1718896,0.15004182,0.050730802,0.59093356,0.011834557
4,4,0.020352585,0.11947512,0.04362665,0.09280338,0.6280611,0.09568115
0,0,0.77875745,0.037670728,0.14437889,0.010847401,0.014956756,0.013388763
0,0,0.73304397,0.025861837,0.19120038,0.013635175,0.018131718,0.018126875
3,3,0.013013846,0.07064756,0.025086667,0.84512,0.030120753,0.016011188
1,1,0.029988445,0.88537157,0.022169951,0.020750709,0.030337196,0.011382108
4,4,0.020261886,0.085431166,0.035656616,0.02894266,0.78659,0.043117683
1,1,0.014201238,0.84279454,0.01964394,0.017045045,0.09287531,0.013439931
3,3,0.024902258,0.019929359,0.038071755,0.88517934,0.017224994,0.014692235
0,2,0.19478723,0.019527847,0.70143855,0.023729714,0.03929089,0.021225773
2,4,0.028528662,0.21310647,0.11373523,0.041341577,0.5865424,0.016745627
2,2,0.04416011,0.07752621,0.5773822,0.04143779,0.23016909,0.029324654
0,0,0.6791963,0.020187033,0.25131938,0.015358944,0.017605614,0.016332757
0,0,0.79247487,0.02306334,0.14179027,0.010398205,0.015582641,0.016690694
5,5,0.014626945,0.012285817,0.021642316,0.023028873,0.03165512,0.8967609
1,1,0.03531565,0.6630651,0.11704976,0.02203729,0.14512956,0.017402733
5,5,0.02145375,0.024764193,0.026240373,0.061768986,0.057110127,0.80866253
4,4,0.057594243,0.06584819,0.23379575,0.036651224,0.582766,0.023344599
5,5,0.045929763,0.06101484,0.053970903,0.12009417,0.075970046,0.6430203
5,5,0.020877967,0.016474253,0.024608908,0.020732079,0.04708788,0.870219
5,5,0.026048373,0.040921174,0.029302403,0.04819561,0.4268058,0.42872664
4,4,0.039090954,0.25850064,0.2649286,0.06077968,0.35510534,0.021594714
1,1,0.10155396,0.77792907,0.052873965,0.021028351,0.03377564,0.012839049
2,0,0.6572679,0.030133473,0.26234463,0.0155351795,0.017482465,0.017236307
1,1,0.078285955,0.7866048,0.056235384,0.017265307,0.048912335,0.0126962
3,3,0.011694958,0.013498036,0.016628016,0.92213005,0.016380489,0.019668477
3,4,0.011938821,0.17881525,0.11601961,0.08837209,0.5485733,0.05628084
5,5,0.043772876,0.06055492,0.04862555,0.12280682,0.05567636,0.6685634
1,1,0.01654966,0.8695209,0.020290557,0.043422483,0.039323386,0.010892987
2,2,0.23512346,0.035854887,0.5436368,0.020550514,0.1087546,0.05607971
4,4,0.013361871,0.3714108,0.018099483,0.030608125,0.54517657,0.021343147
3,3,0.011886231,0.01264041,0.018308403,0.9256468,0.014166791,0.017351441
1,2,0.38502595,0.03851474,0.52668077,0.012435084,0.026251905,0.011091565
2,2,0.077314205,0.042509574,0.6441003,0.015245385,0.20036505,0.020465491
1,1,0.34119323,0.50612897,0.08260508,0.022019692,0.027442632,0.020610366
0,0,0.5981131,0.027400495,0.33147952,0.011137296,0.018795125,0.01307438
2,0,0.62228966,0.017074892,0.31306744,0.013716587,0.017245587,0.016605847
3,3,0.012936174,0.013865365,0.017628375,0.914517,0.022273133,0.018780041
0,0,0.66644,0.026390899,0.2516783,0.013556656,0.021751428,0.020182671
2,0,0.70914227,0.031323638,0.21545921,0.014914161,0.014980913,0.014179755
5,5,0.01248616,0.011165303,0.018167192,0.017613424,0.031029344,0.90953857
0,0,0.69879085,0.015931655,0.23832421,0.013049185,0.015716715,0.018187338
1,1,0.009957449,0.8678318,0.013951576,0.022274276,0.070850365,0.015134518
2,2,0.08361414,0.04243884,0.62466764,0.05204022,0.13403235,0.06320681
2,2,0.22470377,0.020904055,0.67406684,0.014826783,0.045368876,0.020129766
5,5,0.08594581,0.20885704,0.18190175,0.0923691,0.17289338,0.2580329
5,5,0.039325472,0.051832702,0.04543296,0.05682777,0.18460815,0.62197286
3,3,0.012366919,0.013771955,0.017707242,0.9187746,0.015700506,0.021678787
1,4,0.025534308,0.23844352,0.12878282,0.01997635,0.5755771,0.011685866
0,0,0.73257244,0.019347688,0.20225924,0.013608113,0.0155313,0.016681207
1,1,0.012629048,0.59158725,0.03716819,0.039254777,0.29084966,0.0285111
0,0,0.5574574,0.021702686,0.37323466,0.0104285935,0.02243114,0.014745612
0,2,0.3170702,0.013743375,0.60444534,0.018509129,0.023862008,0.022369988
0,0,0.47968882,0.017665055,0.4432197,0.018725267,0.022363985,0.01833725
3,3,0.012160163,0.015741974,0.017187877,0.92035735,0.015030546,0.01952213
2,0,0.7266682,0.058109757,0.17028563,0.0144865215,0.016167851,0.014282012
2,0,0.5250279,0.028675098,0.35095444,0.013831019,0.048863377,0.032648172
4,4,0.022364588,0.26651666,0.04366163,0.032551296,0.6084479,0.026457995
2,0,0.63632226,0.01716578,0.30022728,0.0128716985,0.017065534,0.0163475
