True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
3,3,0.0074331122,0.011922619,0.011742513,0.92457366,0.03451469,0.009813477
2,0,0.5832896,0.04551777,0.34745818,0.007296376,0.009429014,0.007009041
4,4,0.010634839,0.16510588,0.03370104,0.022236235,0.76010287,0.008219095
1,1,0.013674052,0.91501254,0.027547756,0.013178687,0.01835381,0.012233144
5,5,0.013781712,0.009435293,0.013281598,0.024956392,0.019912269,0.91863275
2,2,0.28422824,0.028812135,0.6263279,0.01854075,0.019273497,0.022817526
5,5,0.010534836,0.010295046,0.008450456,0.010648106,0.011880219,0.94819134
4,2,0.11709109,0.2831895,0.3523198,0.014018504,0.22650816,0.0068729757
0,0,0.6610681,0.0148314675,0.29277506,0.0096417,0.011525817,0.010157786
1,1,0.028927486,0.8846092,0.04828444,0.008168484,0.02412144,0.0058889305
5,5,0.016128672,0.010106339,0.0148635125,0.026038269,0.023030275,0.90983295
0,0,0.6314418,0.01839664,0.3213144,0.007493309,0.011197905,0.010156016
4,4,0.0087679615,0.13259329,0.025547706,0.038780104,0.7818518,0.012459105
3,3,0.007960045,0.017897224,0.011157544,0.93419594,0.021797588,0.0069915513
5,5,0.0067332396,0.007721045,0.007198583,0.025889648,0.019076511,0.9333809
3,3,0.013898764,0.008991171,0.015510524,0.93973905,0.011243767,0.0106166415
4,4,0.009257061,0.056846943,0.018899877,0.014211267,0.88979053,0.010994349
5,5,0.00677625,0.011324563,0.00846399,0.029246543,0.025491595,0.91869706
4,4,0.008517006,0.017298345,0.018749492,0.029047076,0.9107869,0.015601181
1,2,0.4432,0.038032033,0.48516035,0.010781628,0.016925007,0.00590095
0,0,0.60197675,0.010814186,0.3480196,0.012991875,0.012371807,0.013825825
5,5,0.011413113,0.006446244,0.010369192,0.04859588,0.020672154,0.9025034
3,3,0.008431896,0.007920485,0.011117373,0.9500428,0.0128411455,0.00964632
3,3,0.009805148,0.007986039,0.011387124,0.9516091,0.010477972,0.008734691
2,2,0.41486767,0.031625934,0.5242713,0.008835885,0.012212295,0.008186881
0,0,0.61247134,0.015595057,0.3433767,0.00791102,0.011842205,0.008803696
4,4,0.010411441,0.019373156,0.019949557,0.0359602,0.89131105,0.022994509
0,0,0.5246598,0.12264621,0.32337052,0.008983124,0.010295091,0.010045254
2,4,0.014113543,0.030333074,0.050025728,0.02688004,0.8667417,0.011905936
1,1,0.16463111,0.5527201,0.24561514,0.010396119,0.020808455,0.005829059
1,1,0.048377488,0.7417874,0.16294505,0.01435556,0.027992131,0.004542395
3,3,0.009585313,0.009005324,0.011617238,0.9488733,0.012135949,0.008782998
1,1,0.053166434,0.6304719,0.23535496,0.022324674,0.050395966,0.008286124
1,1,0.014522881,0.915851,0.026154088,0.015605841,0.022550948,0.0053152638
2,0,0.59880346,0.016166653,0.350476,0.008259398,0.014597693,0.011696858
3,3,0.011230766,0.011302708,0.013138074,0.945096,0.011439398,0.007793061
4,4,0.0073705115,0.038300525,0.015270516,0.023100503,0.8861356,0.029822364
2,2,0.27475002,0.105775595,0.5842819,0.010594159,0.018543612,0.0060546747
0,0,0.65046704,0.013466593,0.30061886,0.009483492,0.015297259,0.010666828
3,3,0.009285902,0.009578161,0.012023351,0.9471485,0.013856058,0.008108037
2,2,0.38686678,0.014096012,0.56098825,0.010504378,0.01924946,0.008295127
5,5,0.009681672,0.0066085374,0.008790124,0.031521775,0.0147401085,0.9286577
0,0,0.6205668,0.013080721,0.3293438,0.011649484,0.010822308,0.014536955
4,3,0.008442429,0.012530104,0.013803234,0.9078574,0.049528915,0.007837942
1,1,0.012921807,0.90817225,0.03265027,0.013556494,0.025700135,0.006999106
0,0,0.5396921,0.011350952,0.40961397,0.01118117,0.018501125,0.009660684
4,4,0.010685127,0.07904169,0.02677724,0.017282194,0.85437816,0.011835475
1,1,0.025991218,0.76782465,0.12597385,0.019733872,0.05591994,0.0045564394
2,0,0.5272084,0.011478304,0.42596203,0.012697893,0.013077385,0.009576038
5,5,0.008714763,0.0059880153,0.0074862875,0.0121208,0.013953086,0.951737
3,3,0.008896463,0.009357917,0.0123170735,0.94699377,0.015870327,0.006564465
2,3,0.085651316,0.025534464,0.2330182,0.5855438,0.05008409,0.020168183
0,1,0.08476355,0.7761054,0.10709934,0.009271047,0.013849052,0.00891165
5,5,0.009260579,0.0070783626,0.007619117,0.009280091,0.007859854,0.958902
4,4,0.02614406,0.42575577,0.05635094,0.023929901,0.45944473,0.008374602
3,3,0.021123696,0.018780585,0.032906458,0.8948385,0.025058758,0.007292013
2,0,0.5696271,0.014266553,0.38386163,0.009155504,0.0111168325,0.011972422
2,4,0.018129298,0.11179442,0.11218634,0.03977967,0.71038365,0.0077266656
3,3,0.011863508,0.010850306,0.015261097,0.939879,0.016307233,0.005838844
0,2,0.39877075,0.032748736,0.537468,0.009045781,0.012043329,0.009923405
0,1,0.28573734,0.428445,0.24168837,0.014095631,0.018037554,0.011996057
4,4,0.029164277,0.05422182,0.10495612,0.01813426,0.7862609,0.0072626066
0,2,0.4580198,0.013858024,0.49514657,0.011065396,0.0134845255,0.008425712
3,3,0.018435694,0.027571995,0.026676962,0.9029148,0.017224584,0.007176007
5,5,0.009770048,0.0057318546,0.008732198,0.012926644,0.008133073,0.9547062
2,0,0.6110819,0.01283262,0.34323242,0.010230153,0.011305533,0.0113174105
0,0,0.58116823,0.02065232,0.36575326,0.008404947,0.017041806,0.006979504
5,5,0.012065505,0.010631252,0.011230736,0.01305518,0.013772782,0.9392445
5,5,0.0077083125,0.006696696,0.0074243494,0.018275712,0.011462324,0.9484327
3,3,0.007893607,0.00898745,0.011059994,0.95043343,0.014130185,0.0074953553
1,1,0.012456563,0.7045454,0.034126516,0.030893642,0.20521632,0.01276164
1,1,0.011518317,0.568632,0.029917201,0.016695566,0.3634897,0.009747271
2,1,0.18295404,0.55261153,0.2316468,0.010663872,0.01148465,0.010639038
0,0,0.5357698,0.014363337,0.40877646,0.012536107,0.017176947,0.011377375
3,3,0.0071720295,0.03019947,0.012110473,0.87388915,0.06407525,0.012553575
4,4,0.014922995,0.03081916,0.040366616,0.13022447,0.75578547,0.02788134
5,5,0.013058809,0.0073236157,0.010283593,0.02002834,0.015042677,0.934263
1,1,0.08913822,0.71415234,0.16403766,0.010302822,0.015751317,0.0066176974
4,1,0.040728588,0.40745884,0.18343991,0.031873334,0.32722735,0.009271948
1,4,0.011313731,0.27299756,0.033788096,0.026107736,0.6465376,0.009255311
5,5,0.009239676,0.012657408,0.013553456,0.043834947,0.09203529,0.8286793
3,3,0.009210486,0.006908352,0.010925598,0.94933116,0.0108419955,0.012782385
0,2,0.45070207,0.03773226,0.4816714,0.00935155,0.014342231,0.0062004514
4,4,0.14548123,0.0640564,0.34246454,0.019181976,0.42255422,0.0062617217
5,5,0.0075173313,0.0066038584,0.007404379,0.00929364,0.009672907,0.9595079
1,0,0.51643854,0.061860897,0.3893287,0.007693421,0.018116789,0.006561698
2,0,0.5637225,0.014914947,0.38370514,0.009779329,0.018044893,0.009833154
1,1,0.011320088,0.6513031,0.025140803,0.025629368,0.27335355,0.013253153
4,1,0.08351412,0.4174742,0.23689829,0.012999468,0.24321775,0.0058962298
2,2,0.42478934,0.019044358,0.5089622,0.009048639,0.03220644,0.0059490483
