True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
5,5,0.009065306,0.008927843,0.008408732,0.017853651,0.02166934,0.9340751
1,1,0.03234521,0.6423293,0.14610338,0.008436151,0.16444771,0.0063383253
1,1,0.010685027,0.6569534,0.0324681,0.010134123,0.27865633,0.0111030005
4,4,0.0110658705,0.030231196,0.019912632,0.021361975,0.90056837,0.016860014
4,4,0.09861253,0.05586939,0.38414437,0.042758234,0.40826213,0.010353367
5,5,0.01435198,0.010827561,0.015312705,0.020366734,0.020632548,0.91850835
1,1,0.12559646,0.41850558,0.29768634,0.013119331,0.1385083,0.006583913
2,0,0.4485573,0.03716132,0.44795516,0.017768241,0.04242311,0.006134882
2,4,0.032058857,0.12326615,0.042678617,0.01137757,0.77125365,0.019365152
1,4,0.008179574,0.16647348,0.040380545,0.14636008,0.6181416,0.02046478
2,0,0.7822195,0.015365769,0.17192215,0.011327874,0.010137855,0.009026874
2,2,0.13586113,0.018598866,0.79098153,0.015438444,0.02321426,0.015905747
1,1,0.035291575,0.7041047,0.17922464,0.009150072,0.058800902,0.013428049
4,4,0.021751164,0.037647482,0.031935155,0.02194904,0.8550858,0.031631358
5,5,0.008446496,0.010030845,0.0085856225,0.021101546,0.023564018,0.9282714
2,0,0.69715357,0.015691672,0.25821382,0.01056926,0.008131339,0.010240235
0,0,0.6170282,0.016389841,0.3383326,0.010051381,0.008670007,0.009527971
1,1,0.029136565,0.5113678,0.10272528,0.011100487,0.33776593,0.007904003
0,2,0.23376806,0.030507788,0.66027105,0.02041839,0.046747252,0.008287445
4,4,0.017597526,0.06628491,0.029368488,0.056865234,0.8091274,0.020756446
2,2,0.28975466,0.021841587,0.65292656,0.0112997675,0.014823702,0.009353718
0,0,0.72993,0.03816872,0.20979314,0.006709127,0.00773406,0.0076650083
1,1,0.036149856,0.6431896,0.20288639,0.013382197,0.09359034,0.010801631
4,4,0.012361816,0.21868716,0.020843063,0.011584718,0.7262776,0.010245614
3,4,0.015818272,0.11383706,0.046867814,0.17839706,0.6272136,0.017866194
4,4,0.010581327,0.08810212,0.023325387,0.009800898,0.859785,0.008405227
3,3,0.011725841,0.009655536,0.014169189,0.93191475,0.020113757,0.012420902
5,5,0.013477539,0.019228458,0.015463852,0.030365381,0.029451814,0.892013
4,4,0.034159046,0.0895033,0.10278207,0.019093083,0.7423447,0.012117838
0,0,0.67927754,0.013263716,0.27731296,0.010659765,0.009072253,0.010413725
2,3,0.07100505,0.037138827,0.12979545,0.719881,0.030024234,0.012155392
1,1,0.010137091,0.6156751,0.021094214,0.010548635,0.32871813,0.013826809
5,5,0.016471917,0.06673113,0.028815186,0.049070507,0.21574657,0.62316465
1,1,0.016254622,0.8630407,0.04653957,0.009541908,0.052229453,0.012393721
2,2,0.2605757,0.044394247,0.6632719,0.009555738,0.014394965,0.007807498
0,0,0.770986,0.026018042,0.17361216,0.011120234,0.006898378,0.011365192
3,3,0.011124987,0.0070097996,0.01278899,0.9412122,0.011491817,0.016372232
3,3,0.0103501715,0.006782269,0.013075922,0.94514894,0.009509525,0.015133123
3,3,0.011071491,0.0076402724,0.011376527,0.93229485,0.0121214,0.025495471
2,0,0.78740764,0.017432874,0.16481954,0.0109203905,0.011143202,0.008276279
5,5,0.013291585,0.011799051,0.013990008,0.018696044,0.022174068,0.92004925
5,5,0.01133565,0.012957354,0.017747033,0.03538594,0.04009781,0.8824762
3,3,0.007867858,0.009429686,0.011230387,0.93688494,0.014330456,0.02025678
4,2,0.1721566,0.0980901,0.35306987,0.06923773,0.2811175,0.026328282
5,5,0.007815911,0.00981333,0.008892909,0.021768838,0.015120151,0.93658876
5,4,0.020597225,0.073386915,0.038518105,0.02183431,0.6544282,0.1912352
2,4,0.022840265,0.12069647,0.16536804,0.019037964,0.6594792,0.012578132
5,5,0.01013219,0.011903513,0.011305788,0.01543351,0.020889977,0.93033504
0,1,0.032452513,0.57423836,0.14003876,0.011343292,0.23339684,0.008530286
2,2,0.31955007,0.09114357,0.53848004,0.0079422435,0.037008405,0.005875635
0,0,0.72276986,0.018973496,0.23328628,0.00762119,0.008483428,0.008865773
0,0,0.6757273,0.01718594,0.280921,0.008822013,0.009417971,0.007925808
1,1,0.015300185,0.7823572,0.027394759,0.008195898,0.15351425,0.01323775
4,4,0.007838491,0.250728,0.01775788,0.012044571,0.69570893,0.015922118
1,1,0.022558806,0.8785082,0.04307088,0.0064843697,0.036410596,0.012967132
3,4,0.010069687,0.12957999,0.019527415,0.15674077,0.664499,0.019583205
3,3,0.008539199,0.0077243038,0.0108807115,0.9235613,0.01147348,0.037821118
0,0,0.69846195,0.017420186,0.253198,0.009642249,0.014039579,0.007238031
2,0,0.7914253,0.023092931,0.15516078,0.008859511,0.012421283,0.009040157
2,2,0.31744447,0.016357016,0.63103515,0.014347849,0.0093075875,0.011507912
4,4,0.011352544,0.05394342,0.015324013,0.01344183,0.890918,0.015020126
2,2,0.2863114,0.021037562,0.6581801,0.011448575,0.013792317,0.009230122
4,4,0.031068802,0.2754235,0.13719046,0.014916043,0.5314453,0.009955876
2,0,0.6984113,0.021456435,0.25344115,0.009838433,0.0069596474,0.009893074
5,5,0.008202912,0.010949897,0.011288582,0.055535078,0.018467598,0.8955559
0,0,0.8514512,0.023008287,0.09696657,0.010460047,0.008112522,0.010001361
3,3,0.009668891,0.006445138,0.012036263,0.94622946,0.010108005,0.015512264
3,0,0.5618665,0.04444605,0.28694636,0.030917222,0.06990043,0.0059234244
5,5,0.009606703,0.009812612,0.011108012,0.025535401,0.016618142,0.92731917
3,4,0.034374055,0.37187386,0.16980414,0.020086376,0.39190194,0.011959694
3,3,0.009434762,0.006683801,0.0091319615,0.9468759,0.01707165,0.010801948
1,1,0.066065684,0.8311438,0.04101348,0.0065121725,0.046249576,0.009015306
0,2,0.35382125,0.036416903,0.56942886,0.014291411,0.020435186,0.005606402
5,5,0.010736199,0.010668596,0.013188941,0.018911028,0.020106653,0.9263885
0,0,0.73145264,0.02457526,0.21666628,0.010035868,0.006442122,0.010827853
5,5,0.009015622,0.010336147,0.010425901,0.018199135,0.023140093,0.92888314
3,3,0.008047482,0.013255192,0.012424386,0.8459224,0.030884039,0.08946645
4,4,0.013057312,0.04656169,0.020215852,0.020801557,0.8908373,0.008526276
0,2,0.25829864,0.020041354,0.6854919,0.012376136,0.012898168,0.010893753
1,1,0.021163296,0.85314727,0.058312356,0.007332455,0.051838346,0.008206248
5,5,0.0074631413,0.010722324,0.010198283,0.031883698,0.019192686,0.92053986
4,4,0.0100628575,0.04570522,0.015312844,0.021051954,0.89316136,0.014705713
4,4,0.05374458,0.09572952,0.26140335,0.015517048,0.56434613,0.009259385
0,0,0.5823202,0.014589434,0.37179822,0.010170547,0.012578524,0.00854303
3,3,0.0070992564,0.006452522,0.007875877,0.9447616,0.017732134,0.0160786
3,3,0.0076177246,0.008890476,0.0070288246,0.9251296,0.023461727,0.027871627
1,1,0.011630985,0.52893883,0.017258076,0.012334658,0.4018886,0.027948804
0,0,0.6901769,0.017605837,0.26643878,0.009633445,0.0074943393,0.008650745
4,4,0.008498676,0.037143055,0.01316452,0.022071326,0.9054995,0.013623007
1,1,0.15426186,0.6114278,0.1828108,0.0068682814,0.03588842,0.008742826
