True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
3,3,0.0072357394,0.0077817687,0.011188912,0.93756145,0.024182973,0.012049123
2,2,0.41619003,0.015493568,0.528961,0.012959351,0.011260506,0.015135549
4,1,0.12967998,0.3765762,0.16200118,0.013312336,0.30618984,0.012240469
1,1,0.008977987,0.49890175,0.018592868,0.014931097,0.4287783,0.02981807
5,5,0.012161035,0.009610701,0.015740436,0.01814146,0.019844303,0.92450213
2,2,0.24335824,0.036929153,0.6663491,0.015510578,0.022082793,0.01577008
5,5,0.033583622,0.027365204,0.05070498,0.023048311,0.037318446,0.8279795
4,1,0.10033613,0.45256796,0.14918396,0.015494651,0.26670408,0.015713297
0,0,0.5788165,0.03924908,0.34162942,0.01116589,0.015536939,0.013602187
1,1,0.012930666,0.9186633,0.021321474,0.0071426467,0.031423766,0.008517997
5,5,0.015492881,0.0085809,0.017468298,0.0146730365,0.014770873,0.9290141
0,0,0.52637255,0.023491139,0.41517428,0.010638631,0.011252656,0.013070823
4,1,0.019329492,0.580012,0.05151445,0.016850647,0.3147023,0.017591087
3,3,0.0075373566,0.009002102,0.014981993,0.93895847,0.018201247,0.011318755
5,5,0.010065458,0.008859705,0.01479079,0.030662559,0.021994269,0.9136272
3,3,0.0071409154,0.0048842784,0.012142484,0.95393753,0.009577747,0.012317128
4,4,0.019784031,0.061026666,0.023726676,0.016261013,0.8684868,0.010714816
5,5,0.011711489,0.00993654,0.019387957,0.018174026,0.02494628,0.91584367
4,4,0.009679907,0.017276635,0.011505188,0.01803767,0.92488235,0.018618299
1,1,0.00857897,0.8784891,0.02267944,0.00878136,0.07256557,0.008905588
0,0,0.5987821,0.014602674,0.34227946,0.0147808,0.013406786,0.016148126
5,5,0.031569492,0.02293654,0.04377051,0.09543115,0.056122065,0.75017023
3,3,0.007400682,0.0062899343,0.013810329,0.9425886,0.013207033,0.01670343
3,3,0.005930302,0.004965137,0.009853091,0.9541591,0.011860362,0.013232123
2,2,0.3587179,0.03518993,0.53899926,0.008904856,0.0318083,0.0263798
