True,pred,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
4,4,0.012475394,0.023001032,0.022301001,0.015143618,0.9137318,0.0133470325
0,0,0.5572959,0.012326845,0.39165437,0.011895414,0.017671203,0.009156276
3,3,0.022437174,0.012293704,0.04745864,0.8856634,0.02020628,0.0119408
5,5,0.01713775,0.014832758,0.012163272,0.017705627,0.015322454,0.92283815
1,1,0.017464584,0.8541218,0.022324655,0.010399798,0.075784564,0.019904537
2,2,0.27573168,0.028367894,0.65538716,0.01089255,0.019143663,0.010477072
3,3,0.009587073,0.010302848,0.009295939,0.95058733,0.01008347,0.0101434225
0,0,0.5984622,0.008214516,0.35182223,0.013530674,0.013977115,0.013993316
0,4,0.021747803,0.05584069,0.04164466,0.0089036375,0.8580922,0.013770997
1,1,0.13606058,0.55133283,0.20645945,0.023078881,0.06505427,0.018014036
3,3,0.009288454,0.007829827,0.009528804,0.947665,0.009391023,0.016296903
4,4,0.016809879,0.015528206,0.018627033,0.02567037,0.8914339,0.03193054
0,0,0.6379673,0.01429794,0.30980182,0.009987517,0.014905106,0.013040288
0,0,0.5392338,0.026523553,0.40182972,0.010587255,0.014324527,0.007501099
3,3,0.011179,0.013615302,0.010520428,0.9426171,0.011721274,0.010346893
1,1,0.019794913,0.9183251,0.019237276,0.010481882,0.021631958,0.01052882
2,4,0.037533812,0.05222246,0.12644203,0.1083762,0.6271525,0.048273012
4,4,0.037369914,0.015391804,0.06410758,0.008741315,0.8577641,0.016625237
5,5,0.012952244,0.015739372,0.010895317,0.02003154,0.019278197,0.92110336
4,4,0.013568454,0.01030647,0.019155351,0.014214568,0.92467386,0.018081233
4,4,0.019316467,0.015036351,0.026328832,0.014339209,0.8974673,0.027511798
3,3,0.012072284,0.01746076,0.014322656,0.9319895,0.013642559,0.010512285
3,3,0.06309473,0.1347738,0.10194521,0.34261373,0.32726806,0.030304462
0,0,0.5641581,0.010513658,0.39478508,0.010254396,0.011200134,0.009088687
4,1,0.026839467,0.88330585,0.037114833,0.010867546,0.03184069,0.010031652
3,3,0.00995285,0.021348607,0.016048845,0.8759164,0.06337037,0.013362818
2,0,0.49266332,0.009540527,0.45749724,0.012046505,0.016838603,0.011413764
0,0,0.66499895,0.0122415405,0.28696007,0.011183827,0.013038837,0.011576802
2,0,0.53348416,0.011090349,0.42626998,0.010099152,0.010915609,0.008140773
3,3,0.010483091,0.010507086,0.010591874,0.9464309,0.009389456,0.012597524
5,5,0.010777185,0.013655918,0.0087842615,0.015000201,0.014040886,0.9377415
5,5,0.011403808,0.009696463,0.010195155,0.013212115,0.017676035,0.9378165
5,5,0.009780622,0.00902694,0.009910491,0.013544355,0.014666114,0.9430714
4,4,0.011825432,0.015491462,0.017893618,0.024644677,0.875653,0.05449174
1,1,0.017783476,0.91905797,0.023539998,0.011768923,0.018870778,0.008978741
5,5,0.026040291,0.033009246,0.036169067,0.06250561,0.04917178,0.79310393
4,4,0.0123488875,0.014108312,0.02108469,0.022272086,0.90662766,0.023558285
4,4,0.019079339,0.020415852,0.038065124,0.0137918955,0.89297026,0.015677566
5,5,0.0117332,0.011380221,0.009654782,0.014822645,0.018094825,0.93431425
