True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
4,4,0.07285163962921681,0.08670636900780636,0.10549468645499516,0.1464854506835021,0.4160635628102933,0.1723982914141863,1,0.0,1.0,0.0,0.0,0.0,0.0,4,0.07,0.15,0.05,0.08,0.36,0.29,4,0.003153285670496828,0.0035295671235304874,0.018886122711211747,0.018676534778184622,0.9266861237194941,0.02906836599708213,4,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.405263918401948,0.15349880780077294,0.1669672466732442,0.06892314720963816,0.12161559853598272,0.08373128137841425,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.56,0.12,0.2,0.02,0.08,0.02,0,0.654587621537703,0.03903988149868163,0.2774107642803045,0.003517953036768518,0.023423262672495896,0.002020516974046372,0,0.4,0.2,0.2,0.0,0.2,0.0
3,3,0.10194075735396638,0.07404096851421606,0.12048296689475096,0.40256070526555765,0.13522777685424714,0.16574682511726174,2,0.0,0.0,1.0,0.0,0.0,0.0,3,0.2,0.04,0.12,0.51,0.1,0.03,3,0.010412659437226506,0.002992808025656475,0.02446372044331884,0.9349664362739938,0.013472916809963216,0.013691459009840897,3,0.0,0.0,0.0,1.0,0.0,0.0
5,5,0.09614361940231547,0.09968160803900498,0.14532030227331436,0.11041292761303935,0.12620826512516156,0.4222332775471642,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.03,0.04,0.11,0.04,0.13,0.65,5,0.009652826497796679,0.004621477262496457,0.017194338820738935,0.0077472594759487486,0.012051730021955406,0.9487323679210637,5,0.0,0.2,0.0,0.0,0.0,0.8
1,1,0.04832238914891762,0.5583851488796775,0.08551154990898617,0.07433322943805461,0.16019860113374818,0.07324908149061576,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.03,0.5,0.11,0.06,0.3,0.0,1,0.0007235788594724354,0.9537855160594318,0.0077216472174507595,0.003697696428793287,0.03367546500154894,0.00039609643330280333,1,0.0,0.8,0.0,0.0,0.2,0.0
2,2,0.22674886162040833,0.08993338764842077,0.2891487466463505,0.11037009969934772,0.16134748248439507,0.12245142190107759,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.12,0.29,0.05,0.16,0.08,2,0.3292454125676841,0.015832302049408352,0.5222024736186173,0.026615836477546086,0.09493025801869785,0.011173717268045917,0,0.6,0.0,0.4,0.0,0.0,0.0
3,3,0.028608974673717657,0.03155830953780317,0.026490622184025762,0.8199773141689485,0.054467855895093384,0.03889692354041144,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.03,0.04,0.01,0.81,0.09,0.02,3,6.468254980945837e-09,7.178602759341527e-09,6.5588144362347805e-09,0.9999768239608213,2.1527655485204834e-05,1.6281780213543136e-06,3,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0.28880841453020034,0.09815452813398329,0.391386462843188,0.08214515147941633,0.07192522392227349,0.06758021909093846,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.38,0.11,0.33,0.08,0.05,0.05,2,0.390300273419785,0.01978169502801526,0.5762393316935531,0.008239427063330721,0.004753943570515534,0.0006853292248004263,2,0.4,0.0,0.6,0.0,0.0,0.0
0,0,0.24366735351847904,0.16619441616705455,0.19832379896611632,0.1088843761728259,0.1446527591969559,0.13827729597856842,4,0.0,0.0,0.0,0.0,1.0,0.0,0,0.35,0.22,0.13,0.08,0.15,0.07,0,0.34881442592117495,0.09164881546974911,0.3688738778810602,0.038205006387356084,0.13614125704676444,0.016316617293895094,0,0.4,0.2,0.2,0.2,0.0,0.0
1,1,0.04514374663354558,0.6980962947752777,0.0506373233516461,0.07343012065465294,0.08236524649050987,0.05032726809436777,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.02,0.59,0.08,0.1,0.17,0.04,1,4.344384708779313e-06,0.9964353939757884,0.00030100377425670063,0.0018746506415086436,0.0013123873995220816,7.221982421541339e-05,1,0.0,0.6,0.0,0.2,0.2,0.0
3,3,0.05216647213569047,0.04461104957825609,0.07320215005290655,0.6332728198864631,0.09790923501897711,0.09883827332770673,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.07,0.02,0.1,0.63,0.11,0.07,3,9.267601817323296e-05,0.00012487069937307314,0.001190099857959945,0.9974680814020906,0.0006226624527374069,0.0005016095696656746,3,0.0,0.0,0.0,1.0,0.0,0.0
4,4,0.05864643595054501,0.06880180475245987,0.0718373777375987,0.2186706001092253,0.4408813397740346,0.1411624416761366,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.0,0.07,0.03,0.22,0.59,0.09,4,0.0023368738393838785,0.003299429676596183,0.00926330867362491,0.17776494126429032,0.7935276275076949,0.013807819038409764,4,0.0,0.0,0.0,0.4,0.6,0.0
0,0,0.4389919528586589,0.10388902186472117,0.20583766407304172,0.0699543692409967,0.1196568026004597,0.06167018936212195,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.5,0.09,0.21,0.05,0.1,0.05,0,0.6808696376087304,0.01215537714815275,0.28714938403281637,0.0035862168604006914,0.01576271304410142,0.0004766713057983669,0,0.6,0.0,0.4,0.0,0.0,0.0
0,2,0.3286581760881239,0.08843279784031553,0.39743872840941297,0.06498712063984237,0.07396171461331902,0.04652146240898616,2,0.0,0.0,1.0,0.0,0.0,0.0,1,0.18,0.35,0.28,0.07,0.1,0.02,2,0.4271518773868392,0.0233571833848761,0.5276600258513858,0.009163751768328211,0.0119763129473123,0.0006908486612585701,2,0.4,0.0,0.6,0.0,0.0,0.0
3,3,0.08455725967991227,0.0675190375156022,0.08043081119523157,0.4899004683448358,0.14470087824878078,0.1328915450156373,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.04,0.02,0.04,0.51,0.22,0.17,3,0.0031404849661430226,0.0016787683269655505,0.005327650890549127,0.9773325406468881,0.009281363613465382,0.0032391915559891915,3,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0.10145948381876134,0.5299461958843754,0.10905162146088539,0.06474008502190322,0.10155009183077202,0.09325252198330254,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.17,0.54,0.11,0.02,0.09,0.07,1,0.006652149417793887,0.9667671572880014,0.018531481863430944,0.0014252806782098215,0.005577979221888813,0.0010459515306749055,1,0.2,0.8,0.0,0.0,0.0,0.0
2,5,0.11750628270361962,0.1100940914483907,0.1856729109440696,0.1145596306644982,0.22360884261738811,0.24855824162203374,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.11,0.15,0.2,0.11,0.17,0.26,4,0.05405722303565213,0.024144997432388373,0.2601714093075773,0.026965946364606114,0.4830834497635863,0.15157697409618992,4,0.0,0.0,0.2,0.0,0.6,0.2
4,0,0.3457946915749011,0.08482613436912738,0.2051939450765053,0.06030332697490443,0.2337648421094185,0.07011705989514332,4,0.0,0.0,0.0,0.0,1.0,0.0,0,0.46,0.05,0.25,0.03,0.19,0.02,0,0.5441245402848441,0.010188249650358385,0.2935725108531622,0.002315878728380414,0.14895723060794758,0.0008415898753070003,0,0.4,0.0,0.2,0.0,0.4,0.0
5,5,0.0944469803241698,0.09331800480765827,0.13807939447756395,0.11797139217037682,0.13250407428110358,0.4236801539391276,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.02,0.01,0.06,0.03,0.02,0.86,5,0.006477826751988732,0.004253766369430198,0.018018804629013487,0.009835733482647963,0.015302547563221646,0.9461113212036983,5,0.0,0.2,0.0,0.2,0.0,0.6
4,4,0.11580226434331961,0.10096149124366706,0.11007986573818898,0.15530897111598382,0.3437634669655719,0.17408394059326862,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.12,0.05,0.1,0.16,0.38,0.19,4,0.02824833368970192,0.02210696968868019,0.06193447924928455,0.07239231491124548,0.7450325075966767,0.07028539486441102,4,0.0,0.0,0.0,0.4,0.6,0.0
