True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
5,5,0.08425826039865203,0.10117919155262861,0.11787462088470729,0.12709585914687413,0.13947753190284368,0.43011453611429423,2,0.0,0.0,1.0,0.0,0.0,0.0,5,0.06,0.02,0.1,0.05,0.04,0.73,5,0.004105042193723176,0.006254249213765519,0.01292290968328779,0.011039365058461967,0.021265009173295744,0.9444134246774658,5,0.0,0.2,0.0,0.0,0.2,0.6
1,1,0.10582132416864076,0.35650727006441035,0.176583252476497,0.21207302669167452,0.11331592547284819,0.03569920112592914,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.07,0.4,0.17,0.16,0.17,0.03,1,0.015923659459562846,0.6079476387371361,0.11142351366489514,0.24094193139262912,0.023363360138463834,0.0003998966073126029,1,0.0,0.6,0.2,0.2,0.0,0.0
1,1,0.055163522906922974,0.5550686548517805,0.09240957966724557,0.10144086590162998,0.11939393447285833,0.07652344219956267,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.04,0.55,0.16,0.09,0.11,0.05,1,0.0011672453757697939,0.9737620557383543,0.009613132094899819,0.008442333440928117,0.006686943051341859,0.00032829029870634386,1,0.2,0.4,0.0,0.2,0.2,0.0
4,4,0.03666061405016703,0.07001031038202708,0.06065975715760895,0.05173267714271432,0.718272244446313,0.06266439682116956,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.04,0.07,0.02,0.06,0.62,0.19,4,0.0003208739480922665,0.0018774935330341579,0.004860342513387299,0.00041742845967273414,0.9917900148641137,0.0007338466816998116,1,0.0,0.4,0.2,0.0,0.4,0.0
4,4,0.10905281449061421,0.2379559601512646,0.11190190847984023,0.15832798686699054,0.27645445772015126,0.10630687229113907,3,0.0,0.0,0.0,1.0,0.0,0.0,1,0.09,0.28,0.2,0.16,0.24,0.03,4,0.018103125555809427,0.30863082928301555,0.07664992782422118,0.1388113931969664,0.4508586588658485,0.006946065274138847,1,0.0,0.6,0.0,0.2,0.2,0.0
5,5,0.08003312765139202,0.09303731750691811,0.11064298206402541,0.13610658611959683,0.13628623028377349,0.44389375637429423,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.04,0.01,0.05,0.09,0.06,0.75,5,0.0035367009861481634,0.004626238613945048,0.011291776123953596,0.015574735989103356,0.020993488871152002,0.9439770594156977,5,0.0,0.0,0.0,0.2,0.0,0.8
1,1,0.10982866794287395,0.2686006499646316,0.18986220499437165,0.10202122950735105,0.21693770713088514,0.11274954045988655,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.13,0.37,0.19,0.1,0.18,0.03,2,0.03631287495368938,0.32784570321574374,0.33737545711912587,0.015417172332201792,0.2734596027718888,0.009589189607350801,1,0.0,0.6,0.4,0.0,0.0,0.0
2,2,0.18089979033392412,0.11810626826268672,0.22672259082891813,0.14462299814415483,0.1709658225091636,0.15868252992115245,4,0.0,0.0,0.0,0.0,1.0,0.0,3,0.21,0.06,0.22,0.23,0.15,0.13,2,0.15922744252571205,0.04482532191933201,0.47371126424019205,0.03986967056082485,0.24539152444657086,0.036974776307368215,2,0.2,0.2,0.4,0.0,0.2,0.0
2,4,0.11627064223663265,0.20836798730606138,0.14747953651789641,0.16430222017733492,0.22145808219065938,0.14212153157141516,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.12,0.22,0.23,0.08,0.28,0.07,4,0.03027896224455294,0.16938260334684271,0.15634503911447253,0.08269320489623312,0.5447512249334963,0.016548965464402605,4,0.0,0.2,0.0,0.0,0.8,0.0
1,5,0.10408904324372116,0.15528400355803848,0.15188945766454393,0.13222425529960283,0.2223090742725985,0.23420416596149504,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.08,0.26,0.11,0.1,0.27,0.18,4,0.02186735273816953,0.13933677881262366,0.16827715496048434,0.043663587845049485,0.4468924687331909,0.17996265691048174,1,0.0,0.4,0.2,0.2,0.2,0.0
2,0,0.5163222988311854,0.03766755902284167,0.3411515770946782,0.04067164769653185,0.03262148584345288,0.031565431511309874,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.46,0.07,0.27,0.02,0.09,0.09,0,0.7280048204526642,0.002838091261356065,0.26638459263661995,0.0010038241319978989,0.0016102305006600458,0.00015844101670163123,0,0.6,0.0,0.4,0.0,0.0,0.0
2,2,0.1551316889946702,0.10076177564951375,0.3039928412624818,0.1150206234706646,0.11238176382382786,0.21271130679884184,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.2,0.04,0.25,0.15,0.1,0.26,2,0.10945593549200625,0.0462297456825995,0.6653916355238934,0.026858639314670772,0.059292647542188076,0.09277139644464195,2,0.4,0.0,0.6,0.0,0.0,0.0
1,1,0.09205400075396741,0.4837590645510359,0.12613085874463167,0.0964778921849648,0.12340316751945372,0.0781750162459465,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.08,0.58,0.09,0.05,0.13,0.07,1,0.00658141606882003,0.912476848544312,0.056231827090386766,0.0075717196420862385,0.016291679987088175,0.0008465086673067013,1,0.0,1.0,0.0,0.0,0.0,0.0
4,4,0.14381256774170031,0.11078986582519154,0.14348181470780635,0.11646274899113733,0.26862091560214063,0.21683208713202387,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.09,0.07,0.1,0.03,0.39,0.32,4,0.06347747611211678,0.05343086503076457,0.15295200482951835,0.02629122930304514,0.5106712658085996,0.19317715891595583,4,0.0,0.2,0.0,0.0,0.8,0.0
5,5,0.06532170624395227,0.10239836987610151,0.10736878419327579,0.10320258840943079,0.17909844293355692,0.44261010834368275,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.03,0.0,0.03,0.03,0.15,0.76,5,0.00219346236205039,0.00913130182547121,0.012900741048646894,0.0051577176280495005,0.047633170058353956,0.9229836070774278,4,0.0,0.0,0.2,0.0,0.6,0.2
2,0,0.4191988985534858,0.05790289674161573,0.34216020853806145,0.06859282532823295,0.06275300004799919,0.04939217079060509,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.43,0.1,0.34,0.12,0.01,0.0,0,0.5696933255294734,0.0037807801766862846,0.4206669219376898,0.0014240744422349908,0.004169175719812735,0.0002657221941028808,0,0.8,0.0,0.2,0.0,0.0,0.0
