True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
5,5,0.08425826039865203,0.10117919155262861,0.11787462088470729,0.12709585914687413,0.13947753190284368,0.43011453611429423,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.03,0.02,0.11,0.06,0.09,0.69,5,0.003502695866414966,0.005526970348853605,0.010818844070896871,0.010107792322393987,0.01679699224369826,0.9532467051477426,5,0.0,0.2,0.0,0.0,0.2,0.6
1,1,0.10582132416864076,0.35650727006441035,0.176583252476497,0.21207302669167452,0.11331592547284819,0.03569920112592914,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.13,0.42,0.18,0.2,0.07,0.0,1,0.016291390827203815,0.6068431753977441,0.11872692276025322,0.22847730949368772,0.029140950114130176,0.000520251406981169,1,0.0,0.6,0.2,0.2,0.0,0.0
1,1,0.055163522906922974,0.5550686548517805,0.09240957966724557,0.10144086590162998,0.11939393447285833,0.07652344219956267,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.09,0.45,0.13,0.08,0.16,0.09,1,0.0013530954208488513,0.9685177734172485,0.012536543283137913,0.008604615098287733,0.008611461802084774,0.0003765109783924966,1,0.2,0.4,0.0,0.2,0.2,0.0
4,4,0.03666061405016703,0.07001031038202708,0.06065975715760895,0.05173267714271432,0.718272244446313,0.06266439682116956,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.01,0.02,0.01,0.06,0.72,0.18,4,0.00026106905478657486,0.0021683643693716508,0.0037695709431648356,0.0005363307625911735,0.9926030591037953,0.0006616057662902992,1,0.0,0.4,0.2,0.0,0.4,0.0
4,4,0.10905281449061421,0.2379559601512646,0.11190190847984023,0.15832798686699054,0.27645445772015126,0.10630687229113907,3,0.0,0.0,0.0,1.0,0.0,0.0,4,0.09,0.25,0.16,0.16,0.31,0.03,4,0.017870270584537756,0.30962959995875355,0.07479143533474361,0.13704717201837296,0.4538131416321151,0.006848380471476952,1,0.0,0.6,0.0,0.2,0.2,0.0
5,5,0.08003312765139202,0.09303731750691811,0.11064298206402541,0.13610658611959683,0.13628623028377349,0.44389375637429423,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.01,0.02,0.03,0.05,0.04,0.85,5,0.0032012771959964944,0.004284746231540221,0.009496219037126288,0.014155377802338737,0.016586467706730276,0.952275912026268,5,0.0,0.0,0.0,0.2,0.0,0.8
1,1,0.10982866794287395,0.2686006499646316,0.18986220499437165,0.10202122950735105,0.21693770713088514,0.11274954045988655,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.12,0.42,0.13,0.09,0.21,0.03,2,0.03346839959134313,0.32970950895003215,0.3282650488841436,0.015056399529829036,0.28469038139991865,0.008810261644733607,1,0.0,0.6,0.4,0.0,0.0,0.0
2,2,0.18089979033392412,0.11810626826268672,0.22672259082891813,0.14462299814415483,0.1709658225091636,0.15868252992115245,3,0.0,0.0,0.0,1.0,0.0,0.0,2,0.25,0.09,0.31,0.14,0.14,0.07,2,0.14555562881680595,0.0485220786414913,0.4701709851872687,0.041622373945105845,0.2557392520664267,0.03838968134290126,2,0.2,0.2,0.4,0.0,0.2,0.0
2,4,0.11627064223663265,0.20836798730606138,0.14747953651789641,0.16430222017733492,0.22145808219065938,0.14212153157141516,4,0.0,0.0,0.0,0.0,1.0,0.0,1,0.14,0.25,0.18,0.12,0.21,0.1,4,0.027960417616153012,0.1743484733920988,0.14709063035312378,0.08439586430719667,0.5504391964862962,0.015765417845131434,4,0.0,0.2,0.0,0.0,0.8,0.0
1,5,0.10408904324372116,0.15528400355803848,0.15188945766454393,0.13222425529960283,0.2223090742725985,0.23420416596149504,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.08,0.17,0.09,0.19,0.29,0.18,4,0.02034946935189937,0.14383527508198962,0.15558518677283215,0.0444611274402634,0.4522403366355805,0.1835286047174352,1,0.0,0.4,0.2,0.2,0.2,0.0
2,0,0.5163222988311854,0.03766755902284167,0.3411515770946782,0.04067164769653185,0.03262148584345288,0.031565431511309874,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.52,0.05,0.3,0.02,0.05,0.06,0,0.7287529105175465,0.0036852559072290806,0.26461142879400457,0.0011332064397716086,0.0016340491239260361,0.00018314921752231759,0,0.6,0.0,0.4,0.0,0.0,0.0
2,2,0.1551316889946702,0.10076177564951375,0.3039928412624818,0.1150206234706646,0.11238176382382786,0.21271130679884184,5,0.0,0.0,0.0,0.0,0.0,1.0,2,0.14,0.07,0.39,0.06,0.09,0.25,2,0.09946864101794843,0.04903934700165874,0.6735080093775759,0.026138362142944484,0.05703707709533519,0.09480856336453714,2,0.4,0.0,0.6,0.0,0.0,0.0
1,1,0.09205400075396741,0.4837590645510359,0.12613085874463167,0.0964778921849648,0.12340316751945372,0.0781750162459465,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.11,0.51,0.14,0.1,0.11,0.03,1,0.0073023779429735956,0.8971882236554175,0.06637899331697082,0.007798761468164073,0.020364904463715146,0.0009667391527585067,1,0.0,1.0,0.0,0.0,0.0,0.0
4,4,0.14381256774170031,0.11078986582519154,0.14348181470780635,0.11646274899113733,0.26862091560214063,0.21683208713202387,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.08,0.06,0.11,0.03,0.36,0.36,4,0.057714220415395645,0.05541640013839145,0.1395477951304741,0.0272356497344735,0.521583466987929,0.1985024675933366,4,0.0,0.2,0.0,0.0,0.8,0.0
5,5,0.06532170624395227,0.10239836987610151,0.10736878419327579,0.10320258840943079,0.17909844293355692,0.44261010834368275,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,0.04,0.0,0.05,0.09,0.82,5,0.0018197063098061065,0.008223302562720131,0.010502745774790765,0.004834414211839107,0.03806223076461937,0.9365576003762245,4,0.0,0.0,0.2,0.0,0.6,0.2
2,0,0.4191988985534858,0.05790289674161573,0.34216020853806145,0.06859282532823295,0.06275300004799919,0.04939217079060509,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.37,0.06,0.3,0.16,0.09,0.02,0,0.5630655748284399,0.00494145348366167,0.42571217225555785,0.0017385665415858337,0.00423068501815818,0.0003115478725968216,0,0.8,0.0,0.2,0.0,0.0,0.0
0,2,0.29336804515967585,0.04724204100588008,0.4596059985701922,0.05475127331098168,0.07256075263904246,0.0724718893142277,2,0.0,0.0,1.0,0.0,0.0,0.0,2,0.32,0.13,0.34,0.01,0.14,0.06,2,0.29460272917014996,0.0021624642831823966,0.6899939908970121,0.0010600355110681266,0.01061349777413377,0.0015672823644537887,2,0.4,0.0,0.6,0.0,0.0,0.0
1,1,0.086552498861167,0.42205628948094404,0.09486442209737216,0.13076758489833407,0.16707037343334027,0.09868883122884249,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.08,0.39,0.1,0.14,0.28,0.01,1,0.006738938478747023,0.8598473957026673,0.043720905007055735,0.032719634716930276,0.053446297496520384,0.0035268285980795517,1,0.2,0.6,0.0,0.0,0.2,0.0
0,2,0.3237094720406505,0.09003309675283631,0.4219829427586859,0.06430437012319927,0.06583745210901845,0.0341326662156094,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.32,0.13,0.28,0.11,0.13,0.03,2,0.4265578553037763,0.0125522702864577,0.5548214011826221,0.002143206565567783,0.0038084059333039506,0.0001168607282719756,0,0.8,0.2,0.0,0.0,0.0,0.0
4,4,0.10021342924736625,0.18029649262584865,0.13947849069662382,0.1415922321267698,0.27875284827422847,0.159666507029163,2,0.0,0.0,1.0,0.0,0.0,0.0,4,0.06,0.12,0.17,0.21,0.3,0.14,4,0.01792353082238516,0.17695770658428728,0.1698715220120734,0.023188151330888553,0.5624345451791594,0.04962454407120632,1,0.0,0.4,0.4,0.0,0.2,0.0
2,2,0.20371089540065268,0.09693428496025674,0.31209630105731306,0.10133690604616118,0.1061919264037376,0.17972968613187862,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.39,0.07,0.39,0.05,0.02,0.08,2,0.25358886373716677,0.018593151291883048,0.6369230865353023,0.011211598151966361,0.03699564995902588,0.0426876503246557,0,0.4,0.2,0.4,0.0,0.0,0.0
0,0,0.36832693977626846,0.18057061907203534,0.20401073747563894,0.065083198470994,0.08818527890824988,0.09382322629681326,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.47,0.2,0.19,0.01,0.06,0.07,0,0.5428798706227235,0.10685830472865358,0.3248093659522109,0.002817065009793928,0.019893402694969517,0.0027419909916485416,0,0.6,0.2,0.2,0.0,0.0,0.0
1,1,0.08374897293415862,0.3080691927702317,0.15165681078183202,0.16897680577970192,0.1864651328670574,0.10108308486701832,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.06,0.25,0.2,0.16,0.19,0.14,1,0.009306914399083632,0.6357910096061559,0.13919109148388714,0.08230140065144743,0.13001075624031075,0.0033988276191149074,1,0.0,0.6,0.0,0.2,0.2,0.0
4,2,0.12376539172953366,0.18637244835208328,0.20248269527594825,0.16583072915268965,0.19106453797661085,0.13048419751313425,2,0.0,0.0,1.0,0.0,0.0,0.0,1,0.09,0.29,0.21,0.14,0.2,0.07,4,0.0424546140202108,0.1637240621856903,0.2881632779521763,0.1220760217425105,0.36941239263102277,0.01416963146838967,1,0.0,0.4,0.2,0.2,0.2,0.0
3,5,0.11673078107806929,0.1297575530425523,0.16325868100403604,0.1783300870199349,0.16676490390883897,0.24515799394656848,3,0.0,0.0,0.0,1.0,0.0,0.0,1,0.09,0.21,0.16,0.18,0.2,0.16,5,0.054915205363316524,0.06566600201615823,0.25307627835703606,0.11189031966324077,0.24993357812992134,0.26451861647032643,2,0.2,0.0,0.4,0.2,0.2,0.0
4,4,0.048641058887349486,0.3177853364240113,0.10114700039570616,0.10291666595938803,0.3422845263932042,0.0872254119403407,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.02,0.43,0.05,0.05,0.4,0.05,4,0.002126028121632398,0.365287040160976,0.04775908882387031,0.014346196600312684,0.5688009790443064,0.0016806672489023367,1,0.0,0.6,0.2,0.0,0.2,0.0
3,3,0.14389260323876887,0.0880067763084176,0.1767435630023258,0.2819955368850899,0.1826296233977163,0.12673189716768152,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.17,0.03,0.2,0.38,0.18,0.04,3,0.07147986030604656,0.025644705596497636,0.21750124945171737,0.4632041078478811,0.19503164689720662,0.027138429900650848,3,0.0,0.0,0.0,1.0,0.0,0.0
5,5,0.09348022810456189,0.10396403902111366,0.13060152617206797,0.12174647298992586,0.15121011284296057,0.39899762086936996,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.01,0.02,0.02,0.0,0.02,0.93,5,0.007199551390308561,0.009200892182295771,0.026622140943836164,0.01187534050705851,0.03292185669429799,0.9121802182822027,5,0.2,0.0,0.2,0.0,0.0,0.6
