True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
0,0,0.5861409482737291,0.053212541439267125,0.2094041751305751,0.03288482091439421,0.09531274974831287,0.023044764493721514,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.51,0.09,0.26,0.02,0.12,0.0,0,0.7916330907572836,0.002957027444565539,0.19647717989988922,0.00045263415020545695,0.008428103229917069,5.1964518138918224e-05,2,0.4,0.0,0.6,0.0,0.0,0.0
2,2,0.15866209416354563,0.20196064582658418,0.3913531497078364,0.06553380973503437,0.11938104729248117,0.06310925327451837,2,0.0,0.0,1.0,0.0,0.0,0.0,1,0.11,0.42,0.24,0.1,0.11,0.02,2,0.12551303978959125,0.1640249331771494,0.6406363711997923,0.0044841855106675585,0.06313923619588112,0.0022022341269184497,2,0.0,0.2,0.6,0.0,0.2,0.0
5,5,0.08663515828484457,0.13049488806710058,0.12105436487171715,0.12602804630692388,0.14432894978001748,0.39145859268939637,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.01,0.03,0.03,0.05,0.06,0.82,5,0.008860842308649948,0.03665007002326433,0.03421319980331809,0.020022308257095972,0.04113296112829452,0.8591206184793768,1,0.0,0.6,0.0,0.2,0.2,0.0
0,2,0.2886871793909006,0.06495880903535341,0.37907958391341895,0.08524586251815078,0.08671082295405654,0.09531774218811973,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.43,0.06,0.31,0.14,0.04,0.02,2,0.29526733953075246,0.010404228118442733,0.6447343521814752,0.018256219954417997,0.02657998076386496,0.004757879451046688,2,0.4,0.0,0.6,0.0,0.0,0.0
4,4,0.05825644126725089,0.2719496908869255,0.09790371589145241,0.1067768548401474,0.28444342029037784,0.1806698768238459,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.02,0.23,0.09,0.06,0.38,0.22,4,0.003024311662505703,0.2738183091062698,0.03383542400137119,0.018249907713574647,0.6390226653485584,0.03204938216771979,1,0.0,0.4,0.4,0.0,0.2,0.0
4,4,0.11527693293560644,0.16031508325239305,0.14573280291742854,0.14608855480226438,0.26820501564105337,0.16438161045125427,1,0.0,1.0,0.0,0.0,0.0,0.0,4,0.14,0.18,0.09,0.11,0.45,0.03,4,0.03687938950604507,0.10414512443004871,0.13448323129593215,0.10746567709904545,0.5594245387405488,0.0576020389283801,4,0.0,0.2,0.0,0.2,0.4,0.2
1,1,0.06755858028997115,0.3264675022329507,0.22816901364539566,0.1123049615719577,0.15330362691981864,0.11219631533990619,1,0.0,1.0,0.0,0.0,0.0,0.0,2,0.05,0.28,0.29,0.14,0.16,0.08,1,0.014821752121986635,0.5604264616704843,0.3305822910031892,0.020392705234435336,0.06944629856429543,0.004330491405609074,1,0.0,0.8,0.2,0.0,0.0,0.0
3,3,0.07294420812920921,0.08542953930707403,0.11330354357619529,0.3039577609074452,0.14588444918396737,0.27848049889610893,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.05,0.04,0.03,0.43,0.1,0.35,3,0.006739841199442931,0.01146685808150332,0.038216519917381515,0.650306066960909,0.055247583360318306,0.23802313048044516,3,0.0,0.0,0.0,1.0,0.0,0.0
3,3,0.04355533411030183,0.055610877476082655,0.06346008422000746,0.6046787323387001,0.08800103318996164,0.1446939386649463,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.03,0.02,0.74,0.09,0.12,3,0.0007714800984918846,0.0023847677654704534,0.00485505049109465,0.9819681189128636,0.004774574742428778,0.005246007989650366,3,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0.2112119906661642,0.10503573219554081,0.35962860363051863,0.1635674067001923,0.09068679548473305,0.06986947132285107,2,0.0,0.0,1.0,0.0,0.0,0.0,2,0.27,0.03,0.44,0.23,0.01,0.02,2,0.21559005544594548,0.031045828208378857,0.5912407932431475,0.1291160681914433,0.03100004729749307,0.0020072076135918696,2,0.2,0.2,0.4,0.2,0.0,0.0
0,0,0.27740373908174926,0.12745931061699378,0.1486192892679089,0.08303777011295063,0.26898417613382486,0.09449571478657258,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.41,0.06,0.22,0.09,0.19,0.03,0,0.3498622309170711,0.08325729332698399,0.22998289410729636,0.013418111626573331,0.3131095346250778,0.010369935396997852,4,0.4,0.0,0.0,0.0,0.6,0.0
3,3,0.03397713500562719,0.047542792715024595,0.05355308255858675,0.6443194524023418,0.09801651564563967,0.12259102167277994,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.01,0.01,0.0,0.76,0.11,0.11,3,0.00016324594433319211,0.0008603140626879788,0.0018364625134604019,0.9907515417711066,0.0038625564247092236,0.002525879283702627,3,0.0,0.0,0.0,1.0,0.0,0.0
3,3,0.02806155123386552,0.02656140263340774,0.03917279873097042,0.7805579720581104,0.05657973843898005,0.06906653690466577,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.02,0.02,0.02,0.8,0.05,0.09,3,8.149933189320149e-08,6.925550687266366e-08,9.377724952102835e-08,0.9998625399315507,6.633234997374115e-05,7.088318638728384e-05,3,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0.3899744383510758,0.13190894366128098,0.1939043014821635,0.06894482709420481,0.09823139964458154,0.11703608976669329,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.42,0.12,0.28,0.08,0.08,0.02,0,0.6874262572955763,0.022158750601419287,0.261004807232416,0.0027369350085720678,0.020879148714621782,0.005794101147394319,0,0.8,0.2,0.0,0.0,0.0,0.0
3,3,0.05420856109247138,0.049026518843435236,0.06873125763336137,0.49521398451222165,0.24242690077970339,0.09039277713880692,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.01,0.02,0.02,0.64,0.24,0.07,3,0.0012916279370723928,0.001477012806666857,0.005530099778284027,0.8783502290720682,0.11194043071609597,0.0014105996898127425,3,0.0,0.0,0.0,0.6,0.4,0.0
2,0,0.645777050160593,0.04341243996908476,0.20672031709433467,0.02703588036535435,0.05444526798059183,0.022609044430041348,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.6,0.04,0.31,0.01,0.03,0.01,0,0.8093327781261308,0.0012125310341151193,0.18731588837535276,0.0001767988754011722,0.0019422855291231463,1.9718059877166996e-05,0,0.8,0.0,0.2,0.0,0.0,0.0
1,1,0.12594347633227618,0.3431789294923884,0.14299251671061744,0.11470336870816565,0.1289190406452227,0.14426266811132962,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.18,0.44,0.16,0.07,0.07,0.08,1,0.026034326261220448,0.7656869649938662,0.0758334091851389,0.029927038536432818,0.08779656218966847,0.014721698833672697,1,0.0,1.0,0.0,0.0,0.0,0.0
4,5,0.08238534236388213,0.10536825065357427,0.15921037398841653,0.13425793030873362,0.23776148678919826,0.28101661589619525,3,0.0,0.0,0.0,1.0,0.0,0.0,5,0.05,0.06,0.03,0.1,0.24,0.52,4,0.014123748476796056,0.01914639136832898,0.21266611980896521,0.02809682363748125,0.5818097044122263,0.14415721229620196,4,0.0,0.2,0.2,0.2,0.4,0.0
2,5,0.14750648862840013,0.13595131160677928,0.2024154897931373,0.12695031014999508,0.14878336913442167,0.23839303068726655,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.07,0.12,0.19,0.11,0.12,0.39,2,0.11186453707326154,0.06957410861658929,0.49267249640178457,0.049520488402010315,0.13498335247238588,0.1413850170339686,0,0.4,0.0,0.4,0.0,0.2,0.0
