True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
3,3,0.07626997591810135,0.08602231374498905,0.09898930156439174,0.42109495381192624,0.1688865101689458,0.14873694479164598,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.03,0.11,0.12,0.55,0.14,0.05,3,0.006330676524716837,0.010214478107621662,0.015803390005250918,0.8111505790876553,0.12955594848787108,0.026944927786884128,3,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0.2189095850554015,0.14114711117507606,0.35062207377909144,0.07737662537666917,0.10074520949016032,0.1111993951236014,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.37,0.19,0.3,0.02,0.09,0.03,2,0.30707719371728986,0.06194158291858751,0.5771840916124452,0.006806136050436526,0.038867478689045706,0.008123517012194924,2,0.4,0.0,0.6,0.0,0.0,0.0
4,1,0.08822578815844455,0.29994996175709204,0.11902902878436052,0.11370997097550156,0.2230224376961915,0.15606281262840985,1,0.0,1.0,0.0,0.0,0.0,0.0,4,0.06,0.36,0.09,0.06,0.38,0.05,1,0.012079345730279325,0.5451208714677928,0.06447020580016992,0.02672258412610705,0.31976596219015724,0.0318410306854938,1,0.0,1.0,0.0,0.0,0.0,0.0
1,1,0.0760487452497666,0.3170177680092106,0.1053449155525777,0.11631465846539038,0.20991756998238945,0.1753563427406653,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.06,0.53,0.07,0.07,0.14,0.13,1,0.004715639016422782,0.720361785428114,0.025242704954489322,0.015216868266436784,0.21418113536164993,0.020281866972887266,1,0.0,0.6,0.2,0.0,0.2,0.0
5,5,0.09320350280312581,0.10289142940498432,0.1210261937042999,0.1246187136213712,0.1479098712820639,0.41035028918415495,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,0.04,0.03,0.01,0.07,0.85,5,0.00886195031719923,0.01105403941219656,0.02643050027336029,0.024706410587747266,0.04338294806743919,0.8855641513420573,5,0.0,0.0,0.0,0.2,0.0,0.8
2,5,0.11647428642367677,0.12595385311728596,0.1616317176944758,0.15117166945649577,0.16921585131070396,0.2755526219973618,4,0.0,0.0,0.0,0.0,1.0,0.0,5,0.11,0.05,0.16,0.15,0.24,0.29,5,0.05097275393895142,0.06223926802630493,0.1655584743715344,0.09558070067434432,0.23992272261402994,0.38572608037483436,0,0.2,0.2,0.2,0.2,0.2,0.0
5,5,0.0718670079239685,0.09760167746122557,0.08808734546032669,0.07936478104539929,0.10937574119990015,0.5537034469091798,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.07,0.12,0.09,0.02,0.11,0.59,5,0.0012879711050592393,0.0023639966861867213,0.0019619650216452194,0.000947102210567128,0.004375864792726153,0.9890631001838154,5,0.0,0.0,0.0,0.0,0.0,1.0
4,4,0.09781288235490615,0.17608830772879186,0.16215246387374832,0.08996088534061618,0.3500808722822672,0.12390458841967032,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.23,0.19,0.18,0.04,0.35,0.01,4,0.009898066612684527,0.10579408496396514,0.062141021411198365,0.008543075603900866,0.8030845882787655,0.010539163129485753,1,0.0,0.6,0.2,0.0,0.2,0.0
0,0,0.4788754578345699,0.07764241053528294,0.19169369540755682,0.06338116630195058,0.105805208720736,0.08260206119990389,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.43,0.14,0.3,0.02,0.08,0.03,0,0.7359298644993949,0.0075972085450773455,0.23614587862125885,0.0016858316702163337,0.017248194398730574,0.001393022265321685,0,0.8,0.0,0.2,0.0,0.0,0.0
1,1,0.061739984799877544,0.6907201928862173,0.08166012901891422,0.03895031604503586,0.0744809324435099,0.05244844480644529,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.18,0.51,0.12,0.04,0.12,0.03,1,0.0005517260159369477,0.9947170988924229,0.002640866486561215,7.927390388956566e-05,0.0019492694646204665,6.176523656880895e-05,1,0.0,1.0,0.0,0.0,0.0,0.0
5,5,0.09070153073874378,0.09682973306122362,0.15136571719599567,0.13131971601684622,0.14346773897277035,0.38631556401442035,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.02,0.05,0.06,0.09,0.12,0.66,5,0.01346554031882309,0.00852474254673908,0.0368633105744396,0.02185485384698552,0.03464256648634684,0.8846489862266664,2,0.2,0.0,0.4,0.2,0.0,0.2
0,0,0.4194127267153089,0.09992735031898803,0.2741437808134013,0.04428357772135734,0.09276021555727719,0.06947234887366721,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.38,0.18,0.34,0.01,0.04,0.05,0,0.5996588076075158,0.011873707110324433,0.3701620729892717,0.00032723825072625404,0.01710455246336342,0.0008736215787984112,0,0.6,0.2,0.0,0.0,0.2,0.0
4,1,0.07354055982186058,0.2397130006459353,0.12404390165970779,0.16277354542512537,0.21992364777328494,0.18000534467408613,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.01,0.28,0.08,0.09,0.48,0.06,4,0.009709723069584042,0.28478380236795914,0.07183324642301761,0.24322397117930844,0.3396652963309146,0.05078396062921615,1,0.0,0.4,0.2,0.0,0.4,0.0
3,4,0.06877919542770747,0.14692504475476162,0.08482478105696481,0.2196715917826188,0.36309401439156763,0.11670537258637971,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.05,0.17,0.05,0.26,0.42,0.05,4,0.00210145834552582,0.042181866288967224,0.00891886098121228,0.277789480898561,0.6637884536769765,0.005219879808757107,3,0.0,0.2,0.0,0.4,0.4,0.0
5,5,0.08318219868700641,0.10848247065539186,0.14032101718465567,0.15737044792947774,0.16183641366981383,0.34880745187365436,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.03,0.12,0.05,0.13,0.24,0.43,5,0.0097363772379927,0.018338397888707274,0.0378178834702819,0.045434329625279636,0.07697229494297607,0.8117007168347625,4,0.0,0.2,0.0,0.2,0.4,0.2
3,3,0.10815679869045862,0.08188936320393256,0.11261801930242483,0.41702495334672623,0.1139367825472549,0.16637408290920294,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.08,0.06,0.2,0.52,0.1,0.04,3,0.008020838445590794,0.004073956789445171,0.009921238655796435,0.9455475599596541,0.01370136710013383,0.0187350390493795,3,0.0,0.0,0.0,1.0,0.0,0.0
4,4,0.03303119634818185,0.06851455430059902,0.06436625976274361,0.06897501459049131,0.6408826937502905,0.12423028124769375,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.03,0.1,0.06,0.05,0.55,0.21,4,8.122434208666204e-05,0.0033930985604732813,0.0021318297874074756,0.0025629702329715244,0.9862885848821746,0.005542292194886494,4,0.0,0.0,0.0,0.0,1.0,0.0
5,5,0.09039443077217561,0.11345648595244098,0.13154572264455838,0.13802040196275425,0.14540811203900014,0.38117484662907064,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,0.04,0.01,0.04,0.07,0.84,5,0.011777338843674394,0.021320051954587284,0.039424952929940214,0.04633404452170299,0.05742155974559829,0.8237220520044967,5,0.0,0.2,0.2,0.0,0.0,0.6
4,4,0.03972840963086211,0.06404557037431666,0.06557589080657997,0.11069174161751828,0.5921083947997999,0.12784999277092304,4,0.0,0.0,0.0,0.0,1.0,0.0,4,0.01,0.12,0.0,0.18,0.46,0.23,4,0.0007653766469028378,0.005250770156954953,0.005221385673663492,0.01896736206456085,0.9552179201012728,0.014577185356644698,4,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0.12041972476371302,0.3698412955040573,0.22945864304590435,0.10673897295770816,0.1139710175655954,0.05957034616302191,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.18,0.32,0.17,0.13,0.13,0.07,1,0.039325202182947876,0.6374275795084692,0.2723671038043893,0.01472616909183403,0.035165730145984876,0.000988215266374524,1,0.0,0.8,0.2,0.0,0.0,0.0
0,0,0.5239931796528877,0.0666249171261554,0.19603416230203863,0.05344447599227369,0.10224004847109838,0.05766321645554625,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.59,0.04,0.23,0.02,0.09,0.03,0,0.758964471807745,0.011029963638967235,0.20161482056445895,0.0019565105506830376,0.025538166222592862,0.0008960672155531957,0,0.6,0.0,0.4,0.0,0.0,0.0
5,5,0.11442421742441314,0.10069145621099268,0.12212616851981639,0.140346528753223,0.13314020579723768,0.3892714232943171,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.04,0.04,0.05,0.08,0.07,0.72,5,0.026693852086311327,0.012004154673874475,0.029513146721123283,0.043679224637354,0.04091873153554818,0.8471908903457888,0,0.4,0.0,0.0,0.2,0.0,0.4
3,3,0.24613510636841063,0.07605219580391047,0.12917386936179384,0.2973771396050128,0.18071700178496797,0.07054468707590437,3,0.0,0.0,0.0,1.0,0.0,0.0,0,0.38,0.07,0.14,0.21,0.18,0.02,0,0.3396456633453515,0.013108751609448313,0.07762775730767493,0.42589090428983195,0.13949490955234753,0.0042320138953456325,0,0.6,0.0,0.0,0.4,0.0,0.0
