True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,LR_prob_5,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,DT_prob_5,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,RF_prob_5,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,SVM_prob_5,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4,KNN_prob_5
0,0,0.5861409482737291,0.053212541439267125,0.2094041751305751,0.03288482091439421,0.09531274974831287,0.023044764493721514,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.64,0.06,0.23,0.0,0.07,0.0,0,0.790403313502975,0.003242148851427943,0.198587255819178,0.0004701003844737056,0.007245512292450432,5.1669149494706825e-05,2,0.4,0.0,0.6,0.0,0.0,0.0
2,2,0.15866209416354563,0.20196064582658418,0.3913531497078364,0.06553380973503437,0.11938104729248117,0.06310925327451837,2,0.0,0.0,1.0,0.0,0.0,0.0,1,0.17,0.47,0.16,0.04,0.14,0.02,2,0.12506297936052266,0.1745395164766157,0.6390932747976457,0.0049457102069574805,0.053782690287264054,0.0025758288709947946,2,0.0,0.2,0.6,0.0,0.2,0.0
5,5,0.08663515828484457,0.13049488806710058,0.12105436487171715,0.12602804630692388,0.14432894978001748,0.39145859268939637,5,0.0,0.0,0.0,0.0,0.0,1.0,5,0.01,0.05,0.05,0.05,0.07,0.77,5,0.008358859831685009,0.0327998477781256,0.03164804143005958,0.017964352026663733,0.03871668512070297,0.8705122138127632,1,0.0,0.6,0.0,0.2,0.2,0.0
0,2,0.2886871793909006,0.06495880903535341,0.37907958391341895,0.08524586251815078,0.08671082295405654,0.09531774218811973,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.43,0.05,0.31,0.13,0.04,0.04,2,0.3021297955647634,0.010848406609804953,0.6406421553845741,0.018054501617976684,0.02357567166975943,0.004749469153121475,2,0.4,0.0,0.6,0.0,0.0,0.0
4,4,0.05825644126725089,0.2719496908869255,0.09790371589145241,0.1067768548401474,0.28444342029037784,0.1806698768238459,5,0.0,0.0,0.0,0.0,0.0,1.0,4,0.03,0.18,0.08,0.08,0.4,0.23,4,0.0027915330217731602,0.21081969147935092,0.03095112789976631,0.016580740777662403,0.7077297846319546,0.031127122189493005,1,0.0,0.4,0.4,0.0,0.2,0.0
4,4,0.11527693293560644,0.16031508325239305,0.14573280291742854,0.14608855480226438,0.26820501564105337,0.16438161045125427,2,0.0,0.0,1.0,0.0,0.0,0.0,4,0.04,0.2,0.13,0.07,0.46,0.1,4,0.03296462791143924,0.07843285204028881,0.12395196792690621,0.09929094536182315,0.609597110917948,0.05576249584159499,4,0.0,0.2,0.0,0.2,0.4,0.2
1,1,0.06755858028997115,0.3264675022329507,0.22816901364539566,0.1123049615719577,0.15330362691981864,0.11219631533990619,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.07,0.35,0.14,0.15,0.16,0.13,1,0.015660503666674472,0.563028240591934,0.34678588467270677,0.020858505581555723,0.04895642895357834,0.004710436533550519,1,0.0,0.8,0.2,0.0,0.0,0.0
3,3,0.07294420812920921,0.08542953930707403,0.11330354357619529,0.3039577609074452,0.14588444918396737,0.27848049889610893,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.05,0.03,0.04,0.49,0.12,0.27,3,0.0068428721168866955,0.011006247545740044,0.0366427088505327,0.6549387302899654,0.05094444185844086,0.2396249993384346,3,0.0,0.0,0.0,1.0,0.0,0.0
3,3,0.04355533411030183,0.055610877476082655,0.06346008422000746,0.6046787323387001,0.08800103318996164,0.1446939386649463,3,0.0,0.0,0.0,1.0,0.0,0.0,3,0.03,0.01,0.01,0.71,0.11,0.13,3,0.0008479105202562706,0.002569159958293181,0.004583003246767508,0.9835937808984524,0.0037901497595728543,0.004615995616657367,3,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0.2112119906661642,0.10503573219554081,0.35962860363051863,0.1635674067001923,0.09068679548473305,0.06986947132285107,2,0.0,0.0,1.0,0.0,0.0,0.0,2,0.2,0.07,0.39,0.22,0.07,0.05,2,0.21880965086534943,0.03350790339992861,0.5870470993955613,0.12895857398852176,0.029466484031255055,0.0022102883193835213,2,0.2,0.2,0.4,0.2,0.0,0.0
